date,nav_old_sf_kd,nav_finband_kd,nav_old_sf_kd_a05,nav_new_live
2015-07-15,630410725.4655356,630642226.0128441,630269116.1436975,629073955.7834321
2015-07-16,634912369.2537347,635141830.8067694,634627349.6617755,633428429.6434816
2015-07-17,632580894.736056,632625838.7147475,632742602.9330356,631412357.7012427
2015-07-20,630878309.736056,630962974.3647475,630811635.1330355,629545185.4012427
2015-07-21,629933869.736056,629985311.9147476,629951693.2830356,628691305.0512427
2015-07-22,630174189.2049912,630215376.9678243,630395045.992121,629078395.114018
2015-07-23,629039855.7049912,629033519.8178244,629490357.092121,628135978.114018
2015-07-24,629857154.2049912,629884312.6178244,630307028.1921209,628992372.8140179
2015-07-27,621731875.7049912,621668884.1678244,622481632.892121,621106364.4140179
2015-07-28,620701824.4549912,620700559.1178244,621336451.742121,619977510.7640179
2015-07-29,620956592.2049912,620918477.0178244,621507093.992121,620149597.4140179
2015-07-30,629202602.7049912,629217889.6178244,629625238.142121,628220473.364018
2015-07-31,634139177.2049912,634241151.9178244,634279746.3921211,632960821.4140179
2015-08-03,632214180.2049912,632357058.7178243,632203397.992121,630989708.214018
2015-08-04,638220567.2049912,638396721.2678244,638142959.592121,636910844.214018
2015-08-05,639156216.2049912,639359176.6178243,638916357.592121,637719538.214018
2015-08-06,632402922.4549912,632647374.3678243,631914726.992121,630849272.714018
2015-08-07,629587448.9549912,629837052.7678244,629012727.792121,628006316.114018
2015-08-10,627675226.2049912,627882436.7678243,627093511.492121,626074171.4140179
2015-08-11,623050802.2049912,623195793.7178243,622570595.592121,621559613.8140179
2015-08-12,610805723.2049912,610767779.1678244,610810588.292121,609781430.214018
2015-08-13,613856832.0049912,613930084.6278243,613722876.552121,612754767.7140179
2015-08-14,614874599.7941204,614954721.8252438,614788221.4406482,613767158.3610494
2015-08-17,610628861.8941205,610734163.1252439,610275970.7406483,609300027.3610494
2015-08-18,604605621.3441204,604676683.2752439,604218696.5406482,603185629.2110494
2015-08-19,592116481.0441204,592138807.9752438,591990234.9406482,590918698.1110494
2015-08-20,593286499.2441204,593260316.6752439,593598323.5406482,592341604.6110494
2015-08-21,587024182.8941205,586973138.5252439,587398727.5406482,586173520.7610495
2015-08-24,574200190.3941205,574207097.7752439,574431862.2406483,573236992.1110494
2015-08-25,581831131.3941205,581868063.4752438,581611359.6406482,580599038.8110495
2015-08-26,583633388.1941204,583692601.4252439,583402072.8606468,582397420.8610494
2015-08-27,588779342.7491834,588863894.2252438,588549932.0606468,587558940.3610494
2015-08-28,596224524.1991835,596471699.8752439,595473515.3606468,594700214.2110494
2015-08-31,604568459.0991834,604787412.0752438,603806921.2606468,602916016.3110495
2015-09-01,594925737.7991835,594997716.2252438,594469932.5606469,593440915.1610495
2015-09-02,594268287.7991835,594301366.2252438,593886032.5606469,592818165.1610495
2015-09-03,598284330.6491835,598359102.9252439,597745432.7606468,596700471.3610494
2015-09-04,595111866.5991834,595214130.8752438,594532695.7606468,593561450.8110495
2015-09-07,597266990.4491835,597402047.6752439,596640112.8606468,595687490.2110494
2015-09-08,592654152.5491835,592755708.8252438,592119458.7606468,591152530.2610495
2015-09-09,603442112.5491835,603598754.7252438,602252296.0606469,601431751.6610495
2015-09-10,605313633.4728835,605499044.2898126,604229115.3070889,603435004.0667396
2015-09-11,606455026.3228835,606623991.2898126,605292222.3070889,604474868.1667396
2015-09-14,605469501.0016291,605569543.0433573,604409481.8853487,603535263.4162114
2015-09-15,604621841.4516292,604730522.6933572,603621710.9853487,602720032.6662114
2015-09-16,605796960.8016291,605898257.6433573,604594108.5853487,603734653.3162113
2015-09-17,611189360.4516292,611311671.9933573,609960080.4853487,609103433.6662114
2015-09-18,612619503.3016291,612690638.8433572,611484834.0853487,610565668.8162113
2015-09-21,602246367.6016291,602228275.7433573,601508240.4853487,600488014.3162113
2015-09-22,605153489.9516292,605238697.6433573,603777293.0853487,602913900.7162114
2015-09-23,593867939.8516291,593872317.2933573,592849294.5853487,591900492.8662114
2015-09-24,593315758.8516291,593309667.3433572,592227031.0853487,591300388.6162114
2015-09-25,589106559.2016292,589014242.6933572,587998452.3853488,587026800.3662114
2015-09-30,591790511.7516291,591734023.1933573,590627620.5853487,589651801.7662114
2015-10-01,594215642.6016291,594087449.6933573,592949186.9853487,591975641.5662113
2015-10-02,596096954.2516291,596014604.3933573,594957246.0853487,593967117.2662114
2015-10-05,594622009.5516291,594566167.2933573,593244406.6853487,592339917.3662114
2015-10-06,596638326.2516291,596544990.6433573,595261270.5853487,594343284.0162114
2015-10-07,599039038.0016291,598929826.4433572,597682995.1853487,596718012.3162113
2015-10-08,596211971.3016291,596010283.5405102,594903077.8853487,593841933.9292489
2015-10-12,600898092.9273374,600718243.5405102,599594756.6212502,598565811.0292488
2015-10-13,603154145.5773373,603072944.8405102,601741933.5212501,600816207.1292489
2015-10-14,598690649.7273374,598428261.6405102,597785288.5212501,596651872.0292488
2015-10-15,604089578.1773374,603879400.9405103,602977180.4212502,601867145.9292489
2015-10-16,608374482.7773373,608253463.1405102,607416648.4212502,606371322.529249
2015-10-19,608003434.6273372,607790983.3905102,607231484.2212502,606062437.2792488
2015-10-20,611676510.7773373,611604886.4405103,610701863.7212502,609643818.9292489
2015-10-21,605467125.0773373,605275663.0405102,604769913.3212502,603604156.5292488
2015-10-22,610543596.3773372,610423402.947959,609724558.8212502,608613895.1432941
2015-10-23,614535165.9614779,614600457.3479589,613326298.8580866,612426218.6432941
2015-10-26,620086379.9492856,620319785.3770369,618702017.7167076,617915643.919562
2015-10-27,617723745.5359721,617912831.8282249,616536994.9178388,615675252.5147212
2015-10-28,617252519.3859721,617438948.6282248,616120512.0178388,615250891.9147211
2015-10-29,611082264.7859721,611233316.5782249,609895047.4178388,609030944.2647212
2015-10-30,607176163.632697,607329246.2282249,606193137.8854053,605292713.5147212
2015-11-02,604985939.4326969,604972004.0782249,604419599.4854053,603369862.3647212
2015-11-03,611271392.1826969,611291660.9670609,610453831.6854053,609465672.4633193
2015-11-04,615093492.4412643,615078451.1670609,614153416.0292574,613164224.2633193
2015-11-05,614602099.1421626,614564177.4524958,613687455.5710943,612652320.5431396
2015-11-06,606013256.2689769,605956895.1065611,605405490.9710943,604208915.1261421
2015-11-09,604344268.368977,604341636.4065611,603269809.027046,602238034.1261421
2015-11-10,596884060.5540265,596841107.2349606,595892657.1606063,594858416.9073967
2015-11-11,594989846.977259,594976158.2218852,593761149.1606063,592813603.2073966
2015-11-12,595660583.257353,595614569.7320346,594503211.0948555,593514063.099076
2015-11-13,590832898.7255214,590781555.4799522,589678310.8656822,588693387.9019862
2015-11-16,588778494.300014,588772753.7193674,587515688.6962811,586569064.3769327
2015-11-17,595221236.6313318,595178377.9260054,594011292.2141492,592987394.7126402
2015-11-18,591366549.122636,591334871.6169873,590172916.3468782,589168270.5626402
2015-11-19,596804734.7226359,596779413.9169874,595604001.2468781,594594180.3626401
2015-11-20,595111905.9226359,595078479.4169874,594141191.4468782,593083973.6626402
2015-11-23,594176682.0726359,594079962.6169873,593530574.3468782,592385134.2626401
2015-11-24,593495208.5726359,593478091.0169873,592406625.1468782,591393277.6626402
2015-11-25,592914099.122636,592863411.3169874,592075009.5468782,591078062.6626402
2015-11-26,595058865.4202014,594990081.1669874,594312586.0223656,593275433.7126402
2015-11-27,590670867.6202013,590603306.9169873,589878896.5223656,588787389.1626402
2015-11-30,587918163.0202013,587925664.5669874,586903125.1223656,585882916.6556194
2015-12-01,596327177.1702014,596283466.9669874,595574560.6223656,594571895.0556194
2015-12-02,591800665.0702014,591703696.2669874,591093924.9223655,590081841.8556194
2015-12-03,590006765.4202014,589916871.6169873,589047696.2223655,588096253.6056194
2015-12-04,588810641.9202014,588795800.0169873,587590997.0223656,586699247.0056194
2015-12-07,588876601.3702013,588709449.5669874,587875359.2223655,586862333.0556194
2015-12-08,581659456.2202014,581422756.7669873,580770350.0223656,579640113.5556194
2015-12-09,577239851.2702013,576952869.2169874,576496010.7223655,575248225.2056195
2015-12-10,579576877.8702013,579549698.5669874,578116573.6223656,577208342.2556194
2015-12-11,576183374.7702013,576057470.9669874,575509563.3223655,574332010.7556194
2015-12-14,572918256.2202014,572832147.2169874,571803360.2223655,570754400.4056194
2015-12-15,571895423.46482,571787046.3169874,570960834.6223656,569829822.5056194
2015-12-16,574313264.2502201,574149249.7669874,573225865.4223655,572055844.0873376
2015-12-17,582663768.5002201,582622916.7669873,582225115.5223656,580944837.8873376
2015-12-18,576522349.5002201,576296107.1669874,575787689.2223656,574456778.9873376
2015-12-21,576124001.80022,575827473.5669874,575572155.0223656,574146200.1873376
2015-12-22,579569568.5002201,579337346.9169873,579003068.9223655,577627116.8373376
2015-12-23,582193870.80022,582122053.0169874,581400127.9223655,580199380.1373376
2015-12-24,583158796.95022,583027006.0669874,582521507.4223655,581228411.7873375
2015-12-25,584462887.5002201,584313756.5169873,583776295.2223655,582451275.7373376
2015-12-28,585485325.7502201,585435440.5669874,584491667.2223655,583307018.4873376
2015-12-29,582112630.2502201,582023772.4169874,581443836.7223656,580210037.2373376
2015-12-30,579422194.65022,579254699.9669874,578782598.4223655,577513248.4873376
2015-12-31,581841506.40022,581648485.7669873,581415473.0223656,580017226.7873375
2016-01-04,572399602.1673969,572203592.5884751,571772971.730436,570401319.9081565
2016-01-05,572157973.3673968,571956777.9384751,571474258.5304359,570131134.2581565
2016-01-06,568128359.3173969,567867455.8884752,567448721.5304359,566086413.7081566
2016-01-07,562240687.6673969,561798564.8384751,561964564.9304359,560393179.7581565
2016-01-08,563864689.0406635,563486164.8384751,563557102.6526018,562028329.7581565
2016-01-11,560445905.6406634,560029937.9884752,560186771.4526018,558595267.5081565
2016-01-12,564530422.3406634,564102241.4884751,564055488.7526019,562494963.1081566
2016-01-13,565491257.9406635,564927265.157589,565210530.4526019,563537330.8081566
2016-01-14,564371434.0906634,563730178.507589,564077866.7526019,562384420.3581566
2016-01-15,559223129.1406634,558536840.957589,559390327.4526019,557615882.0081565
2016-01-18,554316046.0906634,553475979.157589,554798710.7526019,552863773.6081566
2016-01-19,558577586.9906634,557804194.657589,558650113.0526018,556795605.2445153
2016-01-20,555004965.7906635,554240459.307589,555054326.2526019,553292840.8945154
2016-01-21,547666618.3406634,546766560.407589,547810958.0526018,545869458.0945153
2016-01-22,552288280.5725019,551384400.1575891,552404085.0947562,550454245.9445153
2016-01-25,564838814.4225019,564102762.857589,564448539.4947562,562690206.7445154
2016-01-26,559304728.3725019,558499674.407589,559201274.5947562,557349540.4945153
2016-01-27,562490821.2225019,561689830.957589,562536721.3947562,560665467.7445153
2016-01-28,565617389.3225019,564877528.4075891,565775391.0947562,563901292.6945153
2016-01-29,579427653.4725019,578908120.507589,579252519.7947563,577588463.1945153
2016-01-30,583902513.022502,583496760.707589,583562837.2947563,582000764.9945153
2016-02-01,585808224.772502,585404246.507589,585739661.8947562,584104793.2945154
2016-02-02,584004877.4225019,583610538.257589,583687148.9947562,582094176.2445153
2016-02-03,576998103.8225019,576475356.157589,576694997.8947562,574993232.8445153
2016-02-15,581928548.6225019,581397753.757589,581897189.1947563,580169519.5445154
2016-02-16,590412922.5725019,589982850.907589,589871704.7947563,588311116.7945154
2016-02-17,587376598.9725019,586897388.657589,586522850.2947562,584944894.4445153
2016-02-18,590792860.8225019,590343495.257589,590038833.5947562,588448417.4445153
2016-02-19,592524379.8225019,592087054.857589,591667609.8947562,590174926.3445153
2016-02-22,592109705.9725019,591713588.057589,591373992.7947563,589881836.9445153
2016-02-23,592646679.8225019,592268054.857589,591637609.8947562,590208726.3445153
2016-02-24,588058436.9725019,587679618.157589,587328559.6947563,585880420.1445154
2016-02-25,593669632.4725019,593265136.307589,592637640.1947563,591183701.3945154
2016-02-26,597272420.3725019,596915895.007589,596412440.8947562,594958782.3945154
2016-03-01,599140791.2225019,598686335.157589,598558809.7947562,596957213.9445153
2016-03-02,601412197.3560447,600986058.507589,600761773.6947563,599203930.5945153
2016-03-03,608441711.6360941,608081268.107589,607698877.8372406,606203689.4945154
2016-03-04,609706337.5985683,609305001.1600015,608717857.9456723,607225140.6747738
2016-03-07,613035238.9444904,612691235.4096383,611956649.618377,610473651.9644417
2016-03-08,611405533.0273422,611033484.1965646,610182416.7204922,608748922.2298629
2016-03-09,608053723.3629062,607691379.7423327,607230294.394878,605701282.9392266
2016-03-10,610546633.7285063,610175632.8471829,609674574.5173327,608161717.5020036
2016-03-11,611216725.1488181,610840907.1610515,610168791.3001081,608671468.5459626
2016-03-14,611200016.8825935,610808375.4123831,610329768.2190039,608811614.7701495
2016-03-15,603913789.1367714,603520776.9778713,603547971.6381797,601997045.4796937
2016-03-16,606956202.2336924,606575510.2990458,606501700.6819463,604935018.8355762
2016-03-17,613348286.212233,612958372.1399626,612682690.1819463,611137363.3855762
2016-03-18,617295743.462233,616877776.0899626,616252745.2819463,614737172.9355762
2016-03-21,613556845.662233,613175271.6899626,612810595.600374,611246756.5547364
2016-03-22,614848712.7891256,614454167.6151732,613952421.200374,612421534.4547364
2016-03-23,617024267.7391255,616625635.3151731,615863463.900374,614360801.7547363
2016-03-24,615151751.0391254,614755381.8151731,614050796.600374,612543656.1547363
2016-03-25,613915074.8891255,613519228.7651732,612723467.100374,611228774.5047363
2016-03-28,613203667.4341179,612810744.0983993,612079569.2796721,610582608.790772
2016-03-29,611124177.234118,610735088.8483994,609826849.379672,608348977.640772
2016-03-30,614777655.6841179,614368728.1483994,613537191.2796721,612051451.540772
2016-03-31,615541351.1841179,615127176.4483994,613994275.1796721,612552961.740772
2016-04-01,608639384.0341179,608246006.9483993,607864131.2796721,606336338.640772
2016-04-06,601548898.9394689,601139891.0033416,600574766.009658,599101602.4126657
2016-04-07,598823391.0360895,598441709.5901148,597791064.5352503,596328078.7377733
2016-04-08,598621297.2246046,598237247.1124251,597830043.8988844,596334875.0489391
2016-04-11,603172690.0746046,602804633.8124251,602229344.0988845,600744581.2489392
2016-04-12,604830292.3746046,604459970.062425,603814406.4988844,602332473.4989392
2016-04-13,613177565.9746046,612775952.162425,612085157.5988845,610603816.8989391
2016-04-14,613130230.7246046,612743644.7624251,611529433.7988845,610100231.9989392
2016-04-15,614841293.2362934,614463605.3741138,613504913.6056917,612038419.0850786
2016-04-18,614055226.5362934,613679321.7241138,612803942.9056917,611322194.5350786
2016-04-19,612295317.4362934,611931847.5241138,610725902.0056916,609292370.2350787
2016-04-20,606326329.0862935,606004422.8241138,605070924.7056917,603592861.7350787
2016-04-21,610751456.3029326,610394301.7752877,609438848.7564678,607974880.2966148
2016-04-22,610079251.8829466,609730516.7772075,608557665.8968488,607106704.1190783
2016-04-25,612209369.1429753,611832275.258316,610743767.2188793,609291384.0430363
2016-04-26,612221009.7170976,611859390.4795014,611006223.2054346,609526439.7769047
2016-04-27,611786141.5088319,611451479.8724332,610671063.4054345,609169383.0769047
2016-04-28,606014534.6088318,605711001.2724332,604834729.6054345,603345185.2769047
2016-04-29,607178752.8066002,606840047.9086761,606224620.4750552,604739962.401233
2016-05-03,614147217.648922,613794358.0026509,613996152.3809776,612393440.2651023
2016-05-04,611970787.5634106,611628369.1832377,611954486.4298898,610332439.9771518
2016-05-05,606348236.6162245,606004738.0655026,606487190.4677534,604862386.8729464
2016-05-06,604783905.4363601,604453816.5231991,604781518.4069322,603171215.2496861
2016-05-09,606095348.4385921,605780404.375431,605806578.1071078,604224350.4926897
2016-05-10,609388276.4290196,609100220.5158585,609262724.9099035,607649956.1113952
2016-05-11,607653329.0790197,607358032.1158586,607474458.6099035,605889560.1113952
2016-05-12,610352569.6290196,610039352.4158585,609999843.0099036,608430545.1113952
2016-05-13,615265574.6790197,614936321.0658586,614217697.8099035,612722386.0613953
2016-05-16,610090412.1290196,609790854.2158586,609892632.1099035,608302026.4113952
2016-05-17,612200226.5290196,611893791.3158585,611973433.6099035,610391150.8113953
2016-05-18,617746945.5290196,617431000.9158585,617469159.9099035,615885559.7113953
2016-05-19,611510459.9290197,611185058.6158586,611230275.0099034,609673399.9113952
2016-05-20,611445378.8290197,611139757.7158586,611235299.4099035,609653272.0113952
2016-05-23,617335272.0290196,617042929.3158585,616659210.7099035,615110503.1113952
2016-05-24,617301240.622675,616981348.6703689,616709366.2577022,615161668.1035748
2016-05-25,620178416.2573104,619864768.2992879,619358259.2742794,617824449.912658
2016-05-26,620073355.1470236,619755412.7355196,619032959.4238712,617520420.6271935
2016-05-27,625917405.9378561,625562656.6092067,624763589.004193,623278104.3141463
2016-05-30,628196876.4500123,627854545.0713629,627361734.6852742,625831481.8452276
2016-05-31,627500573.9671057,627194158.7384564,626984008.3707061,625395046.8454123
2016-06-01,633083806.0981398,632759175.0850714,632363364.0469661,630779999.8982362
2016-06-02,633314712.3300056,633005350.6961842,632314114.3068306,630741928.1816374
2016-06-03,635718287.3115028,635396319.63324,634705623.0215423,633147277.106142
2016-06-04,634127360.2466816,633804713.4576174,633072567.9671075,631519677.8258715
2016-06-06,635858068.5891161,635525682.6542305,634651743.5671076,633122905.7258714
2016-06-07,644238375.4891161,643899231.1042305,643093373.9671077,641536224.5758715
2016-06-08,649807132.389116,649471539.8542305,648654011.1671076,647078951.3258715
2016-06-13,636788601.539116,636486803.8042305,635998054.9671075,634413798.3758714
2016-06-14,640058453.8391161,639758609.9042305,639364813.9671077,637765961.6758715
2016-06-15,641317494.389116,641014860.3542304,640563451.7671076,638976075.6258714
2016-06-16,630433210.989116,630092183.5042304,630086520.5671076,628502013.3758714
2016-06-17,638913194.389116,638575860.3542304,638279851.7671076,636700575.6258714
2016-06-20,642013984.939116,641692110.8042305,641114839.5671076,639545439.5758715
2016-06-21,648138558.539116,647785073.0542305,647114394.0671076,645542611.9258715
2016-06-22,645612867.156519,645270413.530781,644903169.5563623,643294162.0587324
2016-06-23,644444474.5980959,644082266.0629891,643628979.0093951,642052132.0609471
2016-06-24,630762513.0980959,630405875.262989,629877877.209395,628343457.6609471
2016-06-27,629013410.4480958,628632763.662989,628717093.5093951,627146303.6609471
2016-06-28,633614410.4480958,633283263.662989,632899043.5093951,631323403.6609471
2016-06-29,639882466.2163389,639549351.4849213,639341924.7440861,637734213.3657588
2016-06-30,644181559.0663389,643841038.1849213,643569174.9440861,641966969.5657587
2016-07-01,646989261.7163389,646622089.4849212,646076101.844086,644505015.6657587
2016-07-04,647884611.7163389,647505439.4849212,646740251.844086,645178315.6657587
2016-07-05,646004382.9163389,645627374.8349212,645213538.6440861,643619230.0157588
2016-07-06,638354804.4663389,637959115.6849213,637795900.1440861,636215285.0657588
2016-07-07,639079342.7163389,638695779.8849213,638474675.5440861,636904456.7657588
2016-07-11,650016590.1663388,649583728.7849213,649139793.744086,647573639.5657587
2016-07-12,651384428.4163389,650928062.8349212,650281965.7440861,648738282.3157587
2016-07-13,656319518.6163388,655914337.9349213,655346882.2440861,653763834.5157588
2016-07-14,658439487.9663389,658016722.8849213,657019179.844086,655482055.1657587
2016-07-15,665703566.4163389,665266982.0349213,664083118.3440862,662540200.1157588
2016-07-18,668365013.7663388,667923190.2849213,667126931.244086,665543017.1657587
2016-07-19,670287581.5390347,669836887.2267693,668947400.6554266,667375309.373006
2016-07-20,669133103.0173255,668688953.7151762,667894156.8939929,666309102.7124178
2016-07-21,670931403.4173255,670496387.3151761,669565219.293993,667979155.9124178
2016-07-22,667241501.1173254,666800601.0651761,665931906.8939929,664350863.6624178
2016-07-25,668537195.8547138,668088467.9636853,667106356.2115612,665528567.7538044
2016-07-26,667769181.5875932,667322793.7965647,666487732.2158729,664894117.6081161
2016-07-27,669108342.7630643,668659875.8387321,667756077.129249,666173088.6714922
2016-07-28,670722630.6630642,670275014.688732,669624981.229249,668016448.6214923
2016-07-29,667893273.0630642,667466885.3887321,667364254.8292489,665691177.3214922
2016-08-01,672023780.3130642,671571839.3387321,671292359.9292489,669642636.8714923
2016-08-02,671056894.7130643,670592036.7387321,670205818.229249,668575969.1714922
2016-08-03,667177259.0130643,666740963.3387321,666401267.829249,664754156.7714922
2016-08-04,666649106.7130643,666224827.088732,665807455.4292489,664162564.5214922
2016-08-05,674078881.2130643,673669922.888732,673880934.729249,672136295.4214922
2016-08-08,681088339.1130643,680670618.188732,681353155.3292489,679549040.3214923
2016-08-09,682864322.4130642,682494184.538732,683158984.629249,681331315.7714922
2016-08-10,687787946.1630642,687397565.3887321,688066182.229249,686239986.8214922
2016-08-11,685584199.0630643,685222411.1887321,685739128.229249,683921688.8214922
2016-08-12,685175116.0630643,684832034.538732,685313264.029249,683504753.7714922
2016-08-15,680478901.9630643,680115891.1387321,680408067.129249,678647109.3714923
2016-08-16,681837366.9152683,681451007.2521743,681790641.1028997,680026764.0143123
2016-08-17,683236290.4652683,682860584.3521743,683238193.1028997,681464863.0143123
2016-08-18,685638115.8952682,685253349.4221742,685114994.4328996,683399412.8343122
2016-08-19,677216306.6582237,676783389.8014137,676747597.276372,675058438.1998763
2016-08-22,662154841.9582237,661613446.1014136,662599149.8263719,660917139.2998763
2016-08-23,666912323.6582237,666331313.1514137,667202583.076372,665542853.1498764
2016-08-24,660668796.1592585,660067335.6524484,661320540.8233032,659665475.4967037
2016-08-25,668834167.8092585,668243669.6024483,669674669.2733032,667966256.8967037
2016-08-26,669657303.3592584,669050636.5024484,670385888.4233031,668694058.9467037
2016-08-29,670342490.4592586,669717557.7524484,670714848.0233032,669072051.6967038
2016-08-30,669211513.4092585,668593235.4524484,669919100.3233032,668241222.8467038
2016-08-31,666584365.5092585,665912408.2524484,666881766.7233032,665280027.9467038
2016-09-01,656884580.1592585,656242448.2024484,657969852.1888982,656298875.6117226
2016-09-02,662144124.3092585,661490442.4024484,663514944.3888983,661795266.2617226
2016-09-05,671146930.9592584,670529393.1024483,671762701.8388983,670079472.4117225
2016-09-06,674529765.5092585,673907289.9524485,675397713.5888983,673673729.6117226
2016-09-07,677620390.0092585,677013237.8524485,679001863.4388982,677213372.9117225
2016-09-08,682683211.6592585,682094105.9524484,683781334.7888982,681997072.8617226
2016-09-09,676420772.0092585,675832178.6024485,677763513.1388983,675961181.6617227
2016-09-10,669162025.8592585,668571812.6024485,670209191.9388983,668461838.4117225
2016-09-12,663975677.7092584,663384256.5024484,665679655.9388982,663872005.4617226
2016-09-13,665825873.3092585,665230706.5024483,666695879.8888983,664975639.9617225
2016-09-14,659421297.5592586,658848943.8024484,661051763.1388983,659257232.3117225
2016-09-19,675667608.4092585,675136803.5024484,677718231.7888982,675846724.4617226
2016-09-20,674633939.8592585,674092909.9524485,676433498.4388983,674577087.3617226
2016-09-21,675622998.3592585,675081154.5524484,677594419.8888983,675718360.5617226
2016-09-22,676154092.9592586,675584034.5024484,678074836.4388983,676227050.2117226
2016-09-23,679485087.0092585,678929496.0024484,681351927.0388982,679495575.4617226
2016-09-26,674309952.4592584,673728149.1524484,675949415.2888982,674141318.2617226
2016-09-29,677271743.9592586,676696970.4024484,679127400.9388983,677279576.5117226
2016-09-30,667869785.2092584,667316015.2024484,669957512.8888983,668110352.3617226
2016-10-03,668947595.2592585,668381614.1524484,671057374.7888982,669221966.2617226
2016-10-04,673563418.4592586,672943652.4524484,675769293.6888982,673924938.3617226
2016-10-05,672920385.4592584,672305975.8024484,675000379.4888983,673172803.3117226
2016-10-06,672580972.8592585,671975536.6024485,674896062.6388983,673024972.4117225
2016-10-07,668473425.7092586,667877100.5524484,670891234.0388982,669015284.3117226
2016-10-11,668448153.7592585,667841208.7524484,670621646.2388983,668778689.4617226
2016-10-12,669438687.7592585,668841155.4524485,671368867.8388983,669557669.3617226
2016-10-13,667788639.3092585,667171409.8024484,669592008.2888982,667815510.0617225
2016-10-14,664073492.1592585,663474573.7524484,665894979.6888982,664113721.9617225
2016-10-17,664901453.2092584,664277608.6024483,666536906.0888983,664776362.1617225
2016-10-18,669031506.3092585,668414633.1524484,670494744.0888983,668741025.0117226
2016-10-19,669959739.3092585,669350859.8024484,671589908.2888982,669813910.0617225
2016-10-20,670434464.8092585,669825427.7524484,672080015.5388982,670303148.2117226
2016-10-21,670419621.7592585,669831952.1524484,671932989.4388982,670158849.2617226
2016-10-24,669328521.7592585,668718252.1524484,670961189.4388982,669189749.2617226
2016-10-25,673162005.3092585,672573363.1024483,675121786.6888982,673300230.1617225
2016-10-26,668704178.7092584,668114926.5524484,670361263.3388983,668587350.3117225
2016-10-27,665738010.1592585,665138833.0024484,667411429.9888983,665645613.2117225
2016-10-28,667852480.2592585,667237346.7524484,669790860.8888983,667997272.4617226
2016-10-31,665891419.2092584,665301211.9024484,668144434.4888983,666326832.2617226
2016-11-01,665790430.2592585,665167830.9024484,667346803.7888982,665609691.0117226
2016-11-02,662186210.1592585,661583383.0024484,664023729.9888983,662256513.2117225
2016-11-03,662953131.5592586,662406240.5024484,664455184.7388983,662678912.2117226
2016-11-04,661455136.5092584,660900658.9524484,663402336.7388982,661577292.1117226
2016-11-07,664358272.0592586,663809225.8524485,666293355.8888983,664474294.1617225
2016-11-08,672952577.7092584,672425156.5024484,674487405.9388982,672657955.4617226
2016-11-09,658655924.9092585,658122439.8024484,660387577.2888982,658574656.0617226
2016-11-10,670707503.2348055,670236524.1328949,672224970.8526894,670357958.1718874
2016-11-11,661875169.7885306,661436552.8162073,663230396.8777593,661374641.0234032
2016-11-14,664070185.1251668,663682526.1390591,665484379.712093,663600919.8573024
2016-11-15,663239727.6251669,662848067.4390591,664470572.7620931,662607472.9573025
2016-11-16,663623093.7292305,663197780.8227737,664956049.898629,663095657.4780056
2016-11-17,664289418.2292306,663871878.7227738,666227849.7486291,664306050.7780057
2016-11-18,661724459.1444563,661283858.9159513,663537391.621488,661657135.0266762
2016-11-21,665876086.9150509,665466393.3258768,667489532.221488,665598910.2766762
2016-11-22,669108134.9150507,668705837.3758768,671028960.321488,669088339.1266762
2016-11-23,669984249.0650507,669525646.7758768,672001574.7214879,670090342.1766762
2016-11-24,673305292.1150509,672860972.3758769,675051000.821488,673132941.1266762
2016-11-25,673953008.5664886,673480771.5725513,675570479.8997974,673681590.7912401
2016-11-28,677714563.6664886,677244117.9225513,679183596.8997974,677302006.2412401
2016-11-29,673672326.5664886,673199230.8225513,675164530.1997974,673296532.0412401
2016-11-30,676130733.7664887,675602915.8225513,677609770.6997974,675764984.0412401
2016-12-01,676364898.2164886,675860048.9225513,677806351.5497974,675951481.9912401
2016-12-02,677105464.2164886,676608452.2225512,678792029.9497974,676890152.09124
2016-12-05,672390283.0664886,671898019.4725512,674627229.7497975,672684334.0912402
2016-12-06,679114420.1664886,678651556.5725514,681142946.4497974,679190308.2912401
2016-12-07,681501706.2664887,681021307.7725513,683601998.6497974,681640606.1912402
2016-12-08,690437749.0164887,689947975.5225513,692623865.3997974,690637791.6912402
2016-12-09,693225234.5664886,692752492.4225513,695101384.5497974,693129243.7412401
2016-12-12,692615601.5664886,692138065.7725513,694302170.3497975,692348508.6912402
2016-12-13,694307243.6164886,693820071.3225513,696560289.0497974,694545962.7912401
2016-12-14,688593113.4664886,688103558.6225512,690864896.2497975,688873789.6412401
2016-12-15,688665257.5164887,688172554.2725513,690537679.7497975,688595233.4412402
2016-12-16,688068127.9164886,687619475.8725513,689804219.9997975,687842606.1412401
2016-12-19,683104576.3664887,682642305.6725513,684931172.4497974,682990883.9912401
2016-12-20,681067633.3164886,680609630.0725513,682985546.3497975,681046435.0412401
2016-12-21,678550014.7664887,678084686.5225513,680461612.9997975,678533047.9412402
2016-12-22,672885560.1164887,672427441.7725513,674812827.4497974,672891612.9412402
2016-12-23,670655841.5664886,670193148.2225512,672577444.0997975,670662625.8412402
2016-12-26,674412261.6664886,673942011.9725513,676497224.9997975,674554785.0912402
2016-12-27,673215286.1664886,672731944.0225513,675395317.7497975,673455046.9412402
2016-12-28,679323974.8164886,678827401.3225513,681609131.9997975,679644043.2912401
