date,nav_base,nav_fin_rs_soft_tilt_exdiv
2015-06-03,636542469.7397447,638242712.5948048
2015-06-04,625889032.1397446,627537161.7448047
2015-06-05,624165842.9397446,625537413.5948048
2015-06-08,630559539.0783255,632691222.4534528
2015-06-09,625183512.895317,626999636.6272146
2015-06-10,630508713.4742758,632908699.7704426
2015-06-11,628120548.7476139,630189606.8249708
2015-06-12,630904861.9180535,633482834.0201918
2015-06-15,628099249.1376489,630480573.528329
2015-06-16,627315254.2774712,630012082.0893223
2015-06-17,623342476.2774712,625779418.7893224
2015-06-18,626897230.0774711,629211123.6893224
2015-06-22,632459089.4774711,635072454.5393224
2015-06-23,633098062.7199988,635837122.9655823
2015-06-24,635679123.6718802,638366797.9799114
2015-06-25,637601077.1109691,639998372.696998
2015-06-26,636731144.829666,639059677.3490266
2015-06-29,629782980.7988884,632089524.6777143
2015-06-30,631369701.4801708,633743375.1000868
2015-07-01,635317157.4801708,637732651.7000868
2015-07-02,634518744.8801708,637038611.1500868
2015-07-03,636121963.4801708,638567438.7000868
2015-07-06,630454723.8878976,632764610.4823352
2015-07-07,631853542.8656694,633636566.100581
2015-07-08,619857599.8686169,620887231.5875217
2015-07-09,618390171.0146625,619935354.5798812
2015-07-13,623342959.8855467,624870789.4101753
2015-07-14,627369477.9948504,629440704.6451626
2015-07-15,630424014.0009288,632409570.3549018
2015-07-16,635130311.5784068,636881936.0697865
2015-07-17,631628265.5110003,632319092.394469
2015-07-20,630279970.3110002,631252807.2444689
2015-07-21,629267168.9110003,629899991.144469
2015-07-22,629300339.5127343,630143534.2001766
2015-07-23,627811025.5127342,628438927.5501766
2015-07-24,628795744.3127342,629431599.0501766
2015-07-27,620043734.7127342,620493811.5001767
2015-07-28,619210452.1127342,620167127.3001766
2015-07-29,619407770.7127342,620015354.8501767
2015-07-30,627881354.5127343,628855411.2001766
2015-07-31,633534748.7127342,634917440.7501767
2015-08-03,632103176.9127342,633650888.1501766
2015-08-04,638150706.6627342,640053747.2501767
2015-08-05,639343115.4127342,641239769.7501767
2015-08-06,633075265.9127342,635126587.4001766
2015-08-07,630335955.0127342,632019486.1001767
2015-08-10,628299230.2127342,629784277.6001766
2015-08-11,623297327.3127342,624405006.3501767
2015-08-12,610144025.4127342,610096635.2001766
2015-08-13,613789070.6627343,614479062.1101766
2015-08-14,614662690.2863817,615467895.302396
2015-08-17,610747386.4363817,611633772.752396
2015-08-18,604484020.3863817,605355601.702396
2015-08-19,591460746.2863817,592151280.802396
2015-08-20,591856181.5863817,593027946.702396
2015-08-21,585541656.0363817,586482847.952396
2015-08-24,573165407.6863817,574409246.502396
2015-08-25,581528761.9863816,582229282.602396
2015-08-26,583188251.5797801,584325733.352396
2015-08-27,588277263.92978,589069304.2057679
2015-08-28,596961862.62978,598201289.4057678
2015-08-31,605034338.87978,606979658.7557678
2015-09-01,594729552.8297801,596084982.2057679
2015-09-02,593968102.8297801,595223532.2057679
2015-09-03,598259817.77978,599571476.7557678
2015-09-04,595171689.62978,596415516.0057678
2015-09-07,597541065.62978,598994224.9057678
2015-09-08,592864911.4797801,594100205.2557678
2015-09-09,604856355.3297801,605992471.2057679
2015-09-10,606384928.9474401,607350288.1733546
2015-09-11,607718994.4974402,608699426.9233546
2015-09-14,606516341.4787949,607296458.2038065
2015-09-15,605592835.2787949,606621613.1038065
2015-09-16,607088489.0287949,607929609.2538065
2015-09-17,612302373.0287949,613298510.3538065
2015-09-18,613571688.2787949,614192352.0038065
2015-09-21,602577358.9787949,602978957.1038065
2015-09-22,606936841.2287949,607506697.7538065
2015-09-23,595012418.6787949,595525634.5038065
2015-09-24,594405407.9287949,594617067.2538065
2015-09-25,590243523.328795,590223171.9538065
2015-09-30,593265262.3787949,593827113.0038065
2015-10-01,595577205.2287949,595517578.8538065
2015-10-02,597197661.6287949,597536855.7538065
2015-10-05,596215187.2287949,596337441.1538064
2015-10-06,598087927.8787949,597892997.5038065
2015-10-07,600525358.328795,600611273.1538064
2015-10-08,597430778.3545469,597493969.7038065
2015-10-12,602083744.7045469,601862799.0339185
2015-10-13,604655267.1881433,604516094.6339185
2015-10-14,599089474.6381432,598823396.8839185
2015-10-15,604842246.0381433,604866725.9839184
2015-10-16,608869590.8381432,608652651.9839185
2015-10-19,607839449.9881432,607843774.9339185
2015-10-20,611902373.6881433,612214218.9339185
2015-10-21,605194793.7881433,605459879.8339185
2015-10-22,610595630.4381433,611004650.5839185
2015-10-23,615263513.6029642,615720552.4062835
2015-10-26,621105058.6129453,621723369.6877986
2015-10-27,618371692.2618407,619200919.431064
2015-10-28,617837668.2618407,618626878.331064
2015-10-29,611793123.7618407,612688049.431064
2015-10-30,607548126.5461577,608452503.0298097
2015-11-02,604164285.1461577,604276389.4298097
2015-11-03,611104020.7961577,611000492.4798098
2015-11-04,615058899.6822652,614714938.7054733
2015-11-05,614521470.8513926,614284859.1555836
2015-11-06,605777993.5371389,605423443.1316217
2015-11-09,604701439.6871389,604639670.5816218
2015-11-10,596925147.9768186,596749323.2847067
2015-11-11,595547154.3244053,595320542.2609681
2015-11-12,595820173.5775325,595521597.5847043
2015-11-13,590901411.5229583,590492116.2164057
2015-11-16,589180659.742441,589049363.5550183
2015-11-17,595312080.9988558,595212867.333934
2015-11-18,591703137.8199197,591380468.591727
2015-11-19,597207843.6699196,597119408.9417269
2015-11-20,595268257.1699196,595343672.241727
2015-11-23,594052992.1363889,593989063.341727
2015-11-24,593889381.2363889,593907362.041727
2015-11-25,593106748.186389,592892574.391727
2015-11-26,595265484.9701753,595081193.5892923
2015-11-27,590621709.8201753,590583268.3392923
2015-11-30,588194929.0552398,588456745.2392923
2015-12-01,596385679.7552398,596166569.2392923
2015-12-02,591576284.8052398,591150730.1892923
2015-12-03,590323650.2052399,589985784.8892924
2015-12-04,589435989.3052398,589068783.5892923
2015-12-07,589400872.0552398,589083224.1392922
2015-12-08,581776559.7052399,581264041.5892923
2015-12-09,576846499.5052398,576212310.8892924
2015-12-10,580337812.3552399,579861411.2392923
2015-12-11,575503560.7052399,575031959.2892923
2015-12-14,572660760.6052399,571783382.8892924
2015-12-15,571447226.1052399,570704163.9892923
2015-12-16,574041977.8052398,573351234.6892923
2015-12-17,582112107.5052398,581637453.0892923
2015-12-18,575713969.1552398,575025761.6392924
2015-12-21,575091517.1552398,574243043.8392923
2015-12-22,578599807.8052398,577653200.1892923
2015-12-23,581383055.2052399,580500638.1892923
2015-12-24,582180928.9052398,581135982.1892923
2015-12-25,583680446.1552398,582597691.6392924
2015-12-28,584959015.4052398,583874468.8892922
2015-12-29,581070237.6552398,580134381.6392924
2015-12-30,578325981.5052398,577251494.1892923
2015-12-31,580578917.814628,579640219.8392923
2016-01-04,571313655.3491707,570593721.524824
2016-01-05,570735418.5491706,569934482.5758406
2016-01-06,566600190.3991706,565522171.8258406
2016-01-07,559929589.2491707,558720887.6758406
2016-01-08,561809189.2491707,560857137.6758406
2016-01-11,558285457.6491706,557551477.8758405
2016-01-12,562574418.8234117,561809864.5966586
2016-01-13,563264425.2734118,562472799.1466585
2016-01-14,561988249.5734117,561099937.3466586
2016-01-15,556453439.3734117,555703956.6466585
2016-01-18,551554822.5734117,550969357.3466586
2016-01-19,556605754.6234117,556154984.5903682
2016-01-20,552876141.4234117,551955618.3903681
2016-01-21,545470131.6734117,544659847.8403682
2016-01-22,550135420.3234117,549164786.3903681
2016-01-25,563920790.1734117,562922261.2403681
2016-01-26,557792545.4734117,556960411.6403681
2016-01-27,560920410.1234117,559916959.090368
2016-01-28,563196671.0734117,562731729.1403681
2016-01-29,577570671.1734117,577250808.9403682
2016-01-30,582491177.0734117,582293806.940368
2016-02-01,584306607.5234118,584293032.5903682
2016-02-02,582939120.9234117,582980219.4903681
2016-02-03,575821237.1734117,575858107.8403682
2016-02-15,580224484.4234117,580040132.7903681
2016-02-16,589232582.9734117,588881304.940368
2016-02-17,586397198.9234117,586191196.190368
2016-02-18,589970902.8234117,589694326.3903681
2016-02-19,591461191.1734117,590766067.8403682
2016-02-22,591103015.1734117,590540758.940368
2016-02-23,591725091.1734117,591102167.8403682
2016-02-24,586928326.2234117,586399423.2903681
2016-02-25,593022253.9734117,592336610.5403681
2016-02-26,596484157.8234117,595871883.0903682
2016-03-01,597619305.9234117,596972641.690368
2016-03-02,599885838.9732876,599036098.0403681
2016-03-03,607251013.5851464,606554909.7203481
2016-03-04,609006799.0309579,608438172.8263019
2016-03-07,612587550.4182589,612365454.1825615
2016-03-08,611097657.8351598,610646014.1467952
2016-03-09,607151406.0191137,607107324.9219657
2016-03-10,609757543.5771459,609589700.7531074
2016-03-11,610741617.6915706,610480575.9851775
2016-03-14,610434517.339165,610055492.1628599
2016-03-15,602354552.4421434,601934924.5497972
2016-03-16,605493831.708482,605442607.8941859
2016-03-17,612242425.5631324,611917747.1056726
2016-03-18,616503933.7631323,616066510.0056726
2016-03-21,612432358.3131324,612326037.6556727
2016-03-22,613908450.6165833,613547290.5646987
2016-03-23,616421811.1165833,615988868.3646986
2016-03-24,614455820.1665833,614140914.9146986
2016-03-25,613291396.4665833,613062020.9146987
2016-03-28,612522092.2139177,612243377.6123813
2016-03-29,610723390.0639178,610512925.7623814
2016-03-30,614228811.4639177,613831504.8623813
2016-03-31,615410589.5139178,614825089.2123814
2016-04-01,607559460.0139178,607241623.6123813
2016-04-06,600773183.4750851,600083476.0869187
2016-04-07,598270425.5077405,597857214.7578049
2016-04-08,597709182.0544972,597334268.3034587
2016-04-11,602544547.0044973,602311662.8534588
2016-04-12,604224094.7044972,604025997.9534588
2016-04-13,612519928.4544972,612015409.6034588
2016-04-14,613198837.1044973,612861232.6534587
2016-04-15,614571191.7938554,614318472.0526897
2016-04-18,613673400.5438554,613510471.5026896
2016-04-19,612487083.1938554,612316785.6526897
2016-04-20,606186040.7938554,606600150.9526896
2016-04-21,610502044.773077,610541454.2892255
2016-04-22,610157861.0840153,610332942.7873955
2016-04-25,612094056.2307909,611987273.3029
2016-04-26,611910597.3049628,611821632.6565614
2016-04-27,611376807.7068793,611730084.048199
2016-04-28,605848764.9068793,606559825.848199
2016-04-29,606584902.1282943,606694551.441654
2016-05-03,612375935.3699518,612439323.3801192
2016-05-04,609979767.7873492,610303894.4471828
2016-05-05,604175355.1337436,604410026.560167
2016-05-06,602921018.6203592,603205654.0911411
2016-05-09,604654599.4023962,605154929.7249556
2016-05-10,607951302.5110264,608631893.5858666
2016-05-11,606304815.6110264,606798333.3858665
2016-05-12,609155832.5610265,609448995.7358667
2016-05-13,614888366.8110265,615051625.1858666
2016-05-16,608677433.0110264,609244976.8858666
2016-05-17,610953875.9610264,611195348.1358666
2016-05-18,616470614.3110265,616711989.5858666
2016-05-19,610176458.4610264,610291649.2358665
2016-05-20,610148532.275765,610442030.3358666
2016-05-23,616451761.725765,617310338.2858666
2016-05-24,616330723.7099005,616601747.2520748
2016-05-25,619680619.1173358,619810719.8880095
2016-05-26,619789195.2622038,619958218.7665142
2016-05-27,625717302.4305124,625248797.8834323
2016-05-30,627651788.2675924,627342386.9505328
2016-05-31,626707885.5432767,626986556.9944472
2016-06-01,632331959.4486169,632703595.3035426
2016-06-02,632917471.8328768,633650986.0268571
2016-06-03,635236627.4145098,635646797.0139129
2016-06-04,633681448.0027187,634141157.7882904
2016-06-06,635625071.5803638,635867467.3494571
2016-06-07,643894614.0803638,644047728.4494572
2016-06-08,649529557.1803638,649754383.7494571
2016-06-13,636267265.2303637,636856759.1994572
2016-06-14,639464112.6303638,639982647.1994572
2016-06-15,640834579.8803638,641241106.6494571
2016-06-16,628969098.2803638,628825796.849457
2016-06-17,637937979.8803638,637865306.6494571
2016-06-20,641548447.1303638,641765766.0994571
2016-06-21,647545981.1803638,647455924.8494571
2016-06-22,644623269.8541367,644777234.8696676
2016-06-23,643458870.8399428,643200955.8076892
2016-06-24,629909333.2399429,629770821.6076893
2016-06-27,627134520.1399429,626433681.8076892
2016-06-28,632739170.1399429,632984631.8076892
2016-06-29,638758378.1906021,638979366.436416
2016-06-30,643131943.1406021,643210110.986416
2016-07-01,646109055.6406021,645965856.5864159
2016-07-04,647153455.6406021,647168256.5864159
2016-07-05,644787768.840602,644751422.7864159
2016-07-06,636673647.7406021,636186040.786416
2016-07-07,637628267.2906021,637139065.136416
2016-07-11,648454127.0406021,647690385.6864159
2016-07-12,649895296.2906021,649018012.9364159
2016-07-13,655150448.1406021,654759917.6864159
2016-07-14,657721601.8906021,657166763.836416
2016-07-15,665104822.9906021,664683445.836416
2016-07-18,667195509.590602,666650108.9364159
2016-07-19,669190960.305805,668486541.1706568
2016-07-20,667938663.9519252,667341808.1085811
2016-07-21,669977317.9519252,669616676.908581
2016-07-22,666160029.173466,665680491.808581
2016-07-25,667513801.6524866,667049195.9152606
2016-07-26,666569204.5882955,666133092.233842
2016-07-27,668010948.5744761,667467794.020453
2016-07-28,669290352.7244761,668631313.670453
2016-07-29,665836479.1244761,665380346.0704529
2016-08-01,670036237.3244761,669255108.970453
2016-08-02,669119530.8744761,668188474.420453
2016-08-03,665361000.9744761,664948785.320453
2016-08-04,665033703.2744762,664813900.220453
2016-08-05,671672966.8744761,671635731.6704528
2016-08-08,677955830.174476,677689644.0704528
2016-08-09,680136538.924476,680446643.520453
2016-08-10,684939061.8744761,684952887.420453
2016-08-11,683169313.274476,683560332.920453
2016-08-12,683002506.2244761,683401140.120453
2016-08-15,678434687.924476,678533531.020453
2016-08-16,679511711.0609876,679401039.5241362
2016-08-17,680962435.3609875,680886741.7741362
2016-08-18,684086057.1109874,683839073.2941362
2016-08-19,675095929.9467409,674378723.7847558
2016-08-22,657682241.7967409,655305558.6847559
2016-08-23,662334372.8967409,659414680.9847559
2016-08-24,655408543.1452394,651917934.8799393
2016-08-25,663388366.1952393,660158485.2799393
2016-08-26,664228578.7952393,660818114.0799394
2016-08-29,665312041.3452394,661577709.8799393
2016-08-30,663736563.5952393,660060683.3799393
2016-08-31,661273007.8952394,656784848.3799394
2016-09-01,650581205.7952393,646488096.6799394
2016-09-02,655286589.8452393,651027649.5799394
2016-09-05,665739277.6452394,662068585.9799393
2016-09-06,668675911.3952394,665049143.1799394
2016-09-07,671205910.3452393,667743581.0799394
2016-09-08,676757656.6452394,673447684.0799394
2016-09-09,670067061.7952393,666803704.8799394
2016-09-10,663240166.5452393,659946213.9799393
2016-09-12,657044663.5952393,653746429.8799393
2016-09-13,660129534.2452393,656765880.5799392
2016-09-14,652789382.4452393,649749924.5799394
2016-09-19,668981965.8452393,665991930.5799394
2016-09-20,668152696.1952393,665338258.9799393
2016-09-21,668885431.0452393,666088561.2799393
2016-09-22,669325022.8452394,665979140.3799393
2016-09-23,672859920.2952393,669705871.4799393
2016-09-26,667775036.5452393,664295664.2799393
2016-09-29,670495478.4452393,667247409.3799393
2016-09-30,660979292.8452393,657867013.1799394
2016-10-03,662002677.6452394,658620182.4799393
2016-10-04,665929600.6452394,661956849.8799393
2016-10-05,665531793.5952394,661556057.0799394
2016-10-06,664884553.2452394,661287151.7799393
2016-10-07,660743079.1452394,657335589.2799394
2016-10-11,660969062.4952394,657393784.7799394
2016-10-12,662525048.3952394,659004449.1799394
2016-10-13,660907598.3452393,656962716.1799393
2016-10-14,657334124.2452394,653722853.6799394
2016-10-17,658160464.6452394,654384791.9799393
2016-10-18,662640491.2952393,658901773.3799393
2016-10-19,663417548.3452393,659751666.1799393
2016-10-20,663877776.1452394,660224875.6799394
2016-10-21,664242784.2952393,660922563.5799394
2016-10-24,662798584.2952393,659193363.5799394
2016-10-25,666398812.4452393,662947651.7799393
2016-10-26,662386442.4452393,658969001.4799393
2016-10-27,659291372.7952393,655767729.8799393
2016-10-28,660819069.1452394,657021865.8799393
2016-10-31,658694428.7452394,654919527.5799394
2016-11-01,659332042.3952394,655347018.4799393
2016-11-02,655412122.7952393,651611079.8799393
2016-11-03,657060218.3452394,654201938.9799393
2016-11-04,654809992.0452393,651914536.2799393
2016-11-07,657907104.6452394,654965965.0799394
2016-11-08,667140363.5952393,664737779.8799393
2016-11-09,652437780.5452393,649915302.5799394
2016-11-10,665297601.7860639,663840994.0274376
2016-11-11,656862766.4756318,655985705.5388525
2016-11-14,659455605.610684,659077081.4321932
2016-11-15,658854176.3606842,658484398.1321932
2016-11-16,658758819.7433856,657974275.1930523
2016-11-17,658613568.6933856,657789913.0930523
2016-11-18,656005101.2932242,654724088.938431
2016-11-21,660712070.9121355,659946231.9699712
2016-11-22,663492436.4621354,662954091.3699712
2016-11-23,663766403.5121354,662230911.0699711
2016-11-24,667577945.3621355,666460823.1699712
2016-11-25,668194659.3088222,666576522.5106579
2016-11-28,672168147.1588222,670569141.9106579
2016-11-29,668039907.8588221,666357798.710658
2016-11-30,670043416.7588221,667451030.5106579
2016-12-01,670430804.1588221,668202201.7106578
2016-12-02,670963318.2588221,668988887.3106579
2016-12-05,665475558.2588221,663488360.4106579
2016-12-06,672712497.5588222,671207103.6106579
2016-12-07,674862181.2588221,673096727.8106579
2016-12-08,683571879.5088221,681613285.8106579
2016-12-09,686906192.1088221,685221764.6106579
2016-12-12,686538385.0588222,684847321.8106579
2016-12-13,687306948.0588222,685425562.3106579
2016-12-14,681448366.9088221,679453157.0106579
2016-12-15,682126987.6088221,679983040.7106578
2016-12-16,682185377.5588222,680834480.810658
2016-12-19,676999050.8588221,675201816.4106579
2016-12-20,674909809.0088221,673083704.3106579
2016-12-21,672263689.3588221,670315282.7106578
2016-12-22,666715986.0088222,664907686.9106579
2016-12-23,664444566.3588221,662594665.3106579
2016-12-26,667870512.7088221,665949501.310658
2016-12-27,666425234.9088222,664252891.810658
2016-12-28,672149000.9088222,669865299.4106579
2016-12-29,666746026.8088222,664516936.9106579
2016-12-30,672417407.9588221,670142442.210658
2017-01-03,673624200.9088222,671502199.4106579
2017-01-04,676112980.2088221,674701365.710658
2017-01-05,682131761.3588221,680672171.0106579
2017-01-06,683389596.1588221,681873390.3106579
2017-01-09,680701923.9088222,678483516.810658
2017-01-10,683013408.7588221,681212869.1106579
2017-01-11,684905328.4088222,683148140.710658
2017-01-12,690764217.6588221,688933700.9106579
2017-01-13,688145768.7803646,686591383.9392847
2017-01-16,680484748.0809854,678957402.5174397
2017-01-17,682005486.2712556,680020968.4864314
2017-01-18,677597859.6212556,675557587.0864314
2017-01-19,677091860.7212557,675349132.1864314
2017-01-20,677498723.3212557,675453210.9864314
2017-01-23,682690269.6712557,680824246.9864314
2017-01-24,680886219.6712557,678596596.9864314
2017-02-02,676894409.6712557,675018170.0864314
2017-02-03,679069162.2759829,676610394.7627225
2017-02-06,684693486.4759828,682843073.2627225
2017-02-07,689166395.4259828,687109838.0627224
2017-02-08,687171181.3759829,685093635.4627225
2017-02-09,686973473.2259828,684506847.5627224
2017-02-10,693565019.5259829,691113250.5627224
2017-02-13,696685511.3759829,694435062.6627225
2017-02-14,696470389.1759828,694146622.1627225
2017-02-15,703721891.0759828,701605544.1627225
2017-02-16,699501213.3259828,697031617.6627223
2017-02-17,696502428.4759828,693506915.3627225
2017-02-18,699095606.5386763,696533260.788377
2017-02-20,699107200.9386762,696608041.7883769
2017-02-21,699514666.1386762,697413072.488377
2017-02-22,701552528.7386762,699486751.2883769
2017-02-23,699856889.3886762,697791325.088377
2017-02-24,698243889.7886761,695862436.7883769
2017-03-01,696618470.1886762,694782698.188377
2017-03-02,697236002.4386762,694803748.588377
2017-03-03,694444367.6386763,691904379.288377
2017-03-06,697865102.4386762,695602848.588377
2017-03-07,698587183.1554081,696419935.2733974
2017-03-08,696974192.6380327,694771928.9101535
2017-03-09,693741171.9380326,691386645.2101536
2017-03-10,694902937.0880326,692770192.9101536
2017-03-13,695723348.6380327,693341959.6101536
2017-03-14,696794526.8380326,694549380.8101536
2017-03-15,697057954.6380327,694905440.3101536
2017-03-16,702150747.8840377,699762560.7240351
2017-03-17,705317511.5340378,703049551.6240351
2017-03-20,705397941.8840377,703411380.0240351
2017-03-21,707993395.4858584,706046933.2174026
2017-03-22,703949311.7858584,702105309.0174025
2017-03-23,703148695.3492583,701179796.1609405
2017-03-24,701431586.844626,699495250.3982013
2017-03-27,702284054.2149608,700137586.6631087
2017-03-28,703642201.0099344,701456167.9007744
2017-03-29,706266813.7099345,705021012.7007743
2017-03-30,708618101.7686723,707451384.3400959
2017-03-31,705027104.5895671,703625568.0531402
2017-04-05,707641494.5482522,705952830.4281559
2017-04-06,702795652.7482522,700932801.3281559
2017-04-07,699922545.7482522,697894041.5281559
2017-04-10,704096580.5482522,702499010.8281559
2017-04-11,700952908.3982522,699227553.3281559
2017-04-12,701990187.5982522,700079403.628156
2017-04-13,700200680.6482522,698656876.8281559
2017-04-14,696122465.3542316,694536262.0540954
2017-04-17,696420951.2542316,694787676.4540954
2017-04-18,697736552.3135544,696039942.7791287
2017-04-19,691724441.31437,690109521.2102572
2017-04-20,691300459.425981,689995801.7450643
2017-04-21,694540926.8464682,693455062.426081
2017-04-24,693797975.7964683,692630450.326081
2017-04-25,700681036.1964682,699630488.9260811
2017-04-26,702556149.4461843,701942693.1862522
2017-04-27,702761043.3961843,701742529.4862523
2017-04-28,700985873.035058,699337689.3578228
2017-05-02,710605497.219879,708608936.8240575
2017-05-03,712011875.0198791,710200896.3240575
2017-05-04,715427414.319879,713534739.5240574
2017-05-05,710169718.019879,708459786.5240574
2017-05-08,713120322.469879,711118377.4240574
2017-05-09,712370645.3771538,710528111.10469
2017-05-10,710954283.8164873,709169613.6757294
2017-05-11,712623569.5821054,711120676.2509099
2017-05-12,713548787.9486748,712251576.2509098
2017-05-15,715966771.6986748,714768383.4509099
2017-05-16,716213565.7486749,715355035.7509098
2017-05-17,714204607.6486748,713065730.8509098
2017-05-18,711283887.9986749,710023759.2509099
2017-05-19,711199822.7986748,709600828.5509099
2017-05-22,712588843.9486748,711244606.9509099
2017-05-23,713811329.8486748,712578621.3509098
2017-05-24,714322986.8486748,712836531.1509098
2017-05-25,714473114.6986748,713182523.6509098
2017-05-26,715077455.6068282,713214883.3668908
2017-05-31,712355622.2068281,710060404.8668908
2017-06-01,710960063.1277888,708998667.2314248
2017-06-02,712696413.1277888,711002517.2314248
2017-06-03,713713813.1277888,712195617.2314248
2017-06-05,715610325.7777888,714308579.0314249
2017-06-06,715416418.7777889,714448019.2314248
2017-06-07,714373590.9777888,713232709.7314249
2017-06-08,717939381.7777888,717095459.7314248
2017-06-09,715079212.1277889,714106288.1314248
2017-06-12,713449289.9277889,712365247.6314249
2017-06-13,714948869.1777889,714149530.9314249
2017-06-14,712587327.2777889,711380435.8314248
2017-06-15,714089963.1777889,713092900.2314249
2017-06-16,714102491.3777889,713057371.4314249
2017-06-19,717230748.4277889,716581514.2314248
2017-06-20,718258242.8777889,717992078.2314248
2017-06-21,717959448.4777888,717609747.2314249
2017-06-22,720619261.4277889,720029804.7314248
2017-06-23,719259982.5777888,718491383.1314248
2017-06-26,730500210.0777888,729809524.4314249
2017-06-27,734357170.4777888,733448913.0314249
2017-06-28,729421535.2777889,728033382.0314248
2017-06-29,737537536.0777888,736372208.9314249
2017-06-30,735715194.2277888,734593546.8314248
2017-07-03,737772572.0777888,737309165.5495783
2017-07-04,734958675.5733374,734478319.3595978
2017-07-05,740521040.1398109,739872757.8456028
2017-07-06,737464959.7679583,737056016.6934894
2017-07-07,734583045.6679583,733661281.0934894
2017-07-10,733470591.1679583,732563357.1934894
2017-07-11,738774331.5679582,738224145.4934895
2017-07-12,736858959.4179583,736328237.9934894
2017-07-13,737769694.2679583,737270640.2934895
2017-07-14,740348419.8179582,739361826.5934894
2017-07-17,744448641.3679582,742794820.1934894
2017-07-18,746223976.2179582,744868972.4934894
2017-07-19,744784793.9679582,743824022.0934894
2017-07-20,744440996.5179582,743795890.9934894
2017-07-21,739279027.9179583,738182689.9934895
2017-07-24,743799547.5679582,743188011.5934895
2017-07-25,744479218.2679582,743540645.2934895
2017-07-26,742648291.5179583,741345147.8934895
2017-07-27,745653623.8179582,744419181.2934896
2017-07-28,744450733.3679582,743191159.9934895
2017-07-31,739535949.7679582,738851751.7934895
2017-08-01,743263953.1179582,742176747.5934895
2017-08-02,750423045.7179582,748460253.5934895
2017-08-03,747544998.3179582,745833105.4934895
2017-08-04,754952334.9179581,753297767.7434894
2017-08-07,761268337.9179581,759976484.8434894
2017-08-08,759892261.6179582,758263887.5434895
2017-08-09,751431352.3679582,749753270.3934895
2017-08-10,743012469.3679581,741202380.5934894
2017-08-11,742615858.9267473,740756787.0193084
2017-08-14,738760165.1767474,736842501.6693085
2017-08-15,740112529.6267474,738409272.6193086
2017-08-16,741331686.0267475,739548114.9193085
2017-08-17,748653472.3267474,746729331.2193086
2017-08-18,744770694.8017759,742956850.744752
2017-08-21,743609849.5017759,741986728.994752
2017-08-22,748338712.601053,746701406.7947521
2017-08-23,747377646.351053,745639264.6947521
2017-08-24,752307949.651053,750283936.3181609
2017-08-25,750488775.0010531,748440922.4181609
2017-08-28,756514938.501053,754088549.2181609
2017-08-29,755212654.751053,752577691.3181609
2017-08-30,756782792.9010531,754349514.9681609
2017-08-31,759864838.2453377,757586793.641475
2017-09-01,757024238.0953377,754893355.891475
2017-09-04,751913439.1953377,749872987.7914749
2017-09-05,753548659.4453377,751461285.941475
2017-09-06,748228704.3453377,746453080.941475
2017-09-07,747985908.7453377,746205796.691475
2017-09-08,750118938.0953377,748629338.841475
2017-09-11,748792704.3453377,747092830.941475
2017-09-12,751462949.2453376,749511892.991475
2017-09-13,747902708.7453377,746121646.691475
2017-09-14,747916519.2453377,746046652.141475
2017-09-15,745757308.0953377,744198847.991475
2017-09-18,748928843.8953377,746777916.041475
2017-09-19,748843580.7953378,746646465.991475
2017-09-20,747954131.1953377,745967925.691475
2017-09-21,747321188.6453377,745135436.291475
2017-09-22,744090010.9453377,741925027.5414749
2017-09-25,741537609.9953377,739321566.341475
2017-09-26,744768916.5953377,743081166.991475
2017-09-27,745336446.3352042,743325849.4332303
2017-09-28,743797667.1084864,741888400.8050733
2017-09-29,742708888.0584863,740862271.1550733
2017-09-30,744882300.8584864,743039658.7050732
2017-10-02,746246812.7084863,744553785.0550733
2017-10-03,746811868.6337097,744928667.7434578
2017-10-05,747089109.8337097,745222086.2434578
2017-10-06,750161830.0292106,748508717.0481318
2017-10-11,753395310.3292104,751955770.3981318
2017-10-12,754356346.4292105,752419600.9481318
2017-10-13,755081713.0322201,753358629.2723613
2017-10-16,756666739.48222,754628914.3223614
2017-10-17,759255959.6559918,757262324.5432365
2017-10-18,756460957.3059918,754688101.8932365
2017-10-19,753349435.7059917,751383882.8432364
2017-10-20,751800969.8559917,749941200.4432365
2017-10-23,750595796.8559917,749251419.9432365
2017-10-24,751922410.9059918,750728931.1932365
2017-10-25,752360663.9559919,751196626.0432365
2017-10-26,749823248.2559918,747983381.3932365
2017-10-27,748552816.6059917,746604707.1432365
2017-10-30,746779055.4306391,744940243.4516172
2017-10-31,746663805.4306391,744755093.4516172
2017-11-01,747155956.2808816,745123464.6047369
2017-11-02,744534636.0308816,742479616.454737
2017-11-03,747085328.3308818,744613233.904737
2017-11-06,745360029.0308816,743209006.1047369
2017-11-07,747198846.2308817,744971059.4047369
2017-11-08,745336309.7308817,743227569.154737
2017-11-09,746806108.0808816,744589085.7547369
2017-11-10,744987921.5808816,742819045.504737
2017-11-13,743264601.3308816,741211847.3547369
2017-11-14,743665584.2243153,741693837.9124362
2017-11-15,741975803.5243152,739826024.8624363
2017-11-16,740075161.3743153,737767145.1624362
2017-11-17,742732136.0243152,740364509.0624362
2017-11-20,743374410.6743153,740882172.9624363
2017-11-21,750906902.1243153,748594280.4624363
2017-11-22,754723035.4743153,752726128.6624362
2017-11-23,754345773.6243153,752340652.3124362
2017-11-24,749152933.1243154,746962156.0124363
2017-11-27,746968503.7743154,744560063.8624363
