date,nav_base,nav_fin_pre_exdiv_kd,nav_fin_rs_soft_tilt_exdiv,nav_mix_l75
2023-05-15,1297739133.6564581,1313903702.645415,1286016969.608653,1295937640.602057
2023-05-16,1309011294.1064582,1326210589.5454152,1299842527.808653,1308017442.9520571
2023-05-17,1323812031.7564583,1341505465.7454152,1315002304.9086533,1322985246.802057
2023-05-18,1333975057.9064581,1351762639.595415,1325296830.7086532,1333229122.552057
2023-05-19,1343445183.4759274,1360129324.7454152,1332558227.408653,1341980640.302057
2023-05-22,1338445658.9759274,1356652299.645415,1330611413.108653,1338026697.602057
2023-05-23,1339539013.4405656,1357593524.4606965,1331409062.8828828,1338962053.052322
2023-05-24,1333138389.9875298,1350879449.2606966,1324187984.532883,1332361813.202322
2023-05-26,1324970832.3831363,1344073264.7106965,1320498363.832883,1325490178.952322
2023-05-29,1322855250.20787,1342734417.694469,1319433170.6716254,1323597518.1762643
2023-05-30,1324379479.9892552,1344239071.2213235,1320548699.410575,1324946487.5326095
2023-05-31,1321665992.8742805,1340270874.9526212,1315001473.6784012,1321359330.916487
2023-06-01,1318117556.9491103,1336609655.152621,1312292463.9284012,1318061228.616487
2023-06-02,1325282815.89911,1344044324.1026213,1320068053.9784014,1325353365.8177497
2023-06-05,1332472932.14911,1352466191.602621,1330217072.1284013,1333468713.5677495
2023-06-06,1329884514.0491102,1349640941.4526212,1326849882.5784013,1330640566.6177497
2023-06-07,1335902624.1991103,1357080435.002621,1335834558.6284013,1337613003.8677497
2023-06-08,1334738746.3314865,1356855540.8468716,1337104906.062383,1337249159.7247653
2023-06-09,1334258917.6314867,1357819733.2968717,1340085550.9623828,1337897271.0747654
2023-06-12,1336904827.6276512,1360236005.6270285,1342234109.7521129,1340384858.8693523
2023-06-13,1346268109.0837996,1369312523.3489325,1350733975.2534394,1349458075.881009
2023-06-14,1344605893.791398,1366915980.1989324,1347387808.1534395,1347282907.531009
2023-06-15,1342427312.4413981,1364576218.8489325,1345107016.8034394,1345034313.181009
2023-06-16,1330470234.541398,1351879366.0489326,1331365078.5034394,1332512327.881009
2023-06-19,1337298634.641398,1358729385.2989326,1337878226.7534394,1339266296.3310091
2023-06-20,1335721617.9413981,1358804853.9489326,1340377519.1034393,1339053294.131009
2023-06-21,1341522898.641398,1364990201.1489327,1347038163.0034394,1345150814.731009
2023-06-26,1335433308.391398,1359298377.8489325,1342137954.0534394,1339372121.181009
2023-06-27,1330030898.541398,1353593531.8989325,1336014764.7534394,1333687746.281009
2023-06-28,1330469353.091398,1355365575.3489325,1339751294.8534393,1335097544.0926151
2023-06-29,1334597887.4413981,1361163209.6489325,1347892098.3534393,1340498753.6926153
2023-06-30,1333788291.891398,1359115828.4489324,1344189748.8534393,1338761534.5426152
2023-07-03,1331416649.841398,1357779887.1489327,1343840891.4534395,1337018742.1426153
2023-07-04,1331400001.841398,1358673206.6989326,1345745318.2534394,1337628483.8426154
2023-07-05,1327363756.641398,1354227316.3989325,1340618646.0534394,1333245113.5926154
2023-07-06,1303375743.4413981,1329477987.1989326,1315577050.0534394,1308924471.1926153
2023-07-07,1294039034.141398,1320551456.2489324,1307504771.9534395,1299980491.8426151
2023-07-10,1290690038.541398,1316121415.8989325,1301183024.5034394,1295688143.1426153
2023-07-11,1314036927.641398,1340241568.8989325,1325491854.7034395,1319351382.7426152
2023-07-12,1319728019.341398,1347303597.8989327,1334340506.0034394,1326039960.9926152
2023-07-13,1320741472.741398,1348117285.3989327,1334752106.0034394,1326875273.0926154
2023-07-14,1336055130.6913981,1364900855.3989325,1353218733.3534393,1343201162.2426152
2023-07-17,1341655596.291398,1369800662.1489325,1357081449.9534395,1348254409.1426153
2023-07-18,1341010630.541398,1370640938.2989326,1359797921.9034393,1348645745.7926152
2023-07-19,1334962709.091398,1363376739.6989326,1351197368.3034396,1341785826.0426154
2023-07-20,1344960468.841398,1374145655.4489326,1362872156.6034396,1352318724.4426153
2023-07-21,1336652734.041398,1366368176.0989327,1356137534.9034395,1344503074.6426153
2023-07-24,1326989977.091398,1356584624.8489325,1346351714.2034395,1334819201.7926152
2023-07-25,1337946204.491398,1367358283.6989326,1356170094.3534393,1345427838.4926152
2023-07-26,1345005687.141398,1375649734.8989325,1365487487.0034394,1353211224.6426153
2023-07-27,1352520008.041398,1383962693.1489327,1374973314.0534394,1361332250.5426152
2023-07-28,1348354418.641398,1380323531.2989326,1371663576.3034394,1357443526.3426154
2023-07-31,1350548995.491398,1383090910.4489326,1374678614.6034393,1359894313.0426152
2023-08-01,1365532259.1913981,1397717893.3989327,1388622344.7534394,1374548673.5426152
2023-08-02,1341478529.141398,1372520421.2989326,1362286251.0534394,1349777184.7426152
2023-08-04,1344917673.351572,1375151049.7144854,1364436102.1580086,1352808594.9883983
2023-08-07,1348296280.451572,1379795404.7364464,1370313313.4080086,1356971282.1883984
2023-08-08,1339428905.951572,1370866935.9998066,1361401387.1080086,1348099199.2383986
2023-08-09,1349452383.251572,1380815318.3498225,1370854211.6580086,1357952417.9883983
2023-08-10,1347268386.311572,1377818188.6841788,1366553665.6180086,1355122952.5883985
2023-08-11,1344055935.0444221,1372675405.8188107,1360603181.2775877,1350948680.0890424
2023-08-14,1331548283.2149558,1358457021.326019,1345419921.4246526,1337589615.2290506
2023-08-15,1318694098.864956,1345248060.2260191,1332171245.3746526,1324599288.5290508
2023-08-16,1301161426.1649559,1326420331.026019,1312347534.9246526,1306330344.1290507
2023-08-17,1293687161.6377447,1319285101.286019,1305671471.8046527,1299116841.4718287
2023-08-18,1291829456.85655,1318160179.536019,1304823743.7546527,1297576145.9941785
2023-08-21,1294080587.20655,1319676442.786019,1305241769.3546526,1299233676.8441784
2023-08-22,1292874293.3065498,1317923167.2860188,1302110903.3046525,1297371154.5441782
2023-08-23,1289749943.45655,1315299576.7360191,1300208451.6046526,1294639282.5941784
2023-08-24,1292294153.90655,1320147616.586019,1307699372.0046525,1298818747.9441783
2023-08-25,1283702544.5065498,1311145017.8860192,1298839206.0046527,1290108153.0441782
2023-08-28,1296727831.0065498,1324679158.6860192,1313223561.3046527,1303655578.7441785
2023-08-29,1296484931.15655,1326182114.336019,1316899536.7546525,1304709051.1941783
2023-08-30,1301847272.45655,1330443475.6860192,1319494774.9046528,1309175158.3441784
2023-08-31,1282336949.95655,1310974181.9360192,1300354001.9546525,1289687696.5941784
2023-09-01,1287596986.20655,1316093933.8860192,1305144630.7546527,1294822566.1441784
2023-09-04,1294444003.7565498,1322998744.336019,1312175664.9046526,1301768309.7941782
2023-09-05,1290512063.45655,1318793831.986019,1307527288.7546525,1297582275.7441783
2023-09-06,1280834375.15655,1308520300.036019,1296568128.2046525,1287436539.9941783
2023-09-07,1281510306.4057407,1310086767.0511072,1299297432.3155725,1288773315.127939
2023-09-08,1284326692.3057406,1313274983.901107,1303210966.7155726,1291966194.977939
2023-09-11,1292678436.5557406,1320705988.151107,1309840465.3655727,1299785685.227939
2023-09-12,1302565374.3057406,1330858099.551107,1320369294.0155725,1309911098.6279387
2023-09-13,1302833008.1057405,1331268122.851107,1320972973.0155725,1310289511.427939
2023-09-14,1323287651.7557406,1352891762.801107,1344076520.2155726,1331666036.177939
2023-09-15,1316277355.2557406,1346894109.001107,1339661647.4655726,1325488750.0779388
2023-09-18,1314466009.9557407,1346189363.251107,1340476201.1655726,1324538383.0279388
2023-09-19,1309559072.9557407,1341729735.2511072,1336470141.7155726,1319918593.5279388
2023-09-20,1311004178.0720336,1342736393.3804717,1337553402.404831,1321259222.1709979
2023-09-21,1293354628.6679096,1324699902.9575286,1320128243.4867132,1303666393.4834437
2023-09-22,1300394684.2276921,1332307770.3069465,1328762712.1912596,1311238849.147034
2023-09-25,1304253097.449153,1336851377.326179,1333566999.8934076,1315403727.5122967
2023-09-26,1293674475.7991529,1326376372.776179,1324139347.3934078,1305190854.4622967
2023-09-27,1290679464.3517356,1323179831.2768736,1320692177.1704483,1302042636.5940533
2023-09-28,1290677746.3146198,1323366338.5799742,1320734528.1021364,1302049537.837475
2023-10-02,1292684347.5146196,1324862923.0299742,1321456427.6021364,1303641393.587475
2023-10-03,1288232876.3646197,1320819202.879974,1318455383.1521363,1299659460.937475
2023-10-04,1270657549.8646197,1301798328.529974,1298140124.9021363,1281175894.887475
2023-10-05,1280100034.4214249,1312777008.6221247,1310977725.8471196,1291732041.526111
2023-10-06,1291089223.4714248,1323011924.3221247,1319164098.8471196,1301818457.5261106
2023-10-11,1318592730.7714248,1351192356.2721248,1348279807.9471195,1329891458.1761107
2023-10-12,1330331718.621425,1363141057.2221248,1360765649.4471195,1341899877.0261106
2023-10-13,1316054808.3214247,1348620155.7721248,1346238489.3471193,1327519592.5761106
2023-10-16,1320495084.2747908,1353818840.0330021,1352175650.3500903,1332444274.8362513
2023-10-17,1317944474.6747906,1351209052.083002,1349817974.0000901,1329955341.6862516
2023-10-18,1311524539.216187,1345973229.014846,1345931542.5703278,1324345297.8962386
2023-10-19,1305835452.516187,1338566399.864846,1337207867.5703278,1317674017.0462384
2023-10-20,1289381693.0842807,1321058128.8538451,1317835013.260795,1300241006.523234
2023-10-23,1286099283.4352481,1316270073.1929355,1311632003.9508724,1296017038.8444455
2023-10-24,1283442433.535248,1314607419.0929353,1311250728.6008723,1294087866.0444455
2023-10-25,1280975336.008235,1311062628.7792935,1306039704.9090142,1290729793.6035023
2023-10-26,1270229154.708235,1299686580.4292936,1293866784.2090142,1279508646.8535025
2023-10-27,1282445457.2862434,1312410615.5263994,1307403908.3210273,1292178029.1979454
2023-10-30,1273677542.5383084,1303263185.998698,1297703404.6563413,1283078135.477407
2023-10-31,1275362629.4928913,1305662593.998698,1300667144.3063414,1285211525.3774073
2023-11-01,1281124294.218693,1311014606.3982131,1305035463.051666,1290486111.0698047
2023-11-02,1297300823.3386538,1329450696.3918285,1326430935.3525054,1308379633.1070957
2023-11-03,1308687384.652808,1341109757.4918287,1338024311.4025054,1319968259.8070958
2023-11-06,1315233202.752808,1348301787.0329373,1345622793.6141717,1326824875.8070955
2023-11-07,1313977528.5130467,1347365935.9700444,1345223586.1521406,1325784067.301754
2023-11-08,1313868939.740214,1347631763.5703146,1345855062.9848208,1325997701.5315387
2023-11-09,1308830528.0902143,1343401091.8203146,1342315482.0348208,1321422396.5815384
2023-11-10,1312045143.3101592,1345201937.2366242,1342263366.3569622,1323580024.0850933
2023-11-13,1314394290.0601592,1347715862.636624,1344788750.456962,1325915874.7850935
2023-11-14,1316760608.8350418,1350098242.2831066,1346998785.234262,1328232000.3019283
2023-11-15,1338887342.3350418,1370921263.9331067,1365991782.7842622,1349377598.5519283
2023-11-16,1341318620.954061,1374420029.0931585,1370229304.0009978,1352445209.480942
2023-11-17,1345332593.7494261,1377828013.015235,1372927078.3571193,1356043081.7945995
2023-11-20,1346271277.6434383,1378560320.600898,1373695185.9145367,1356899098.5727909
2023-11-21,1361183216.2638414,1394722051.747536,1390523490.9959445,1372438977.7525902
2023-11-22,1357769310.1418798,1391496358.3522143,1387691791.800536,1369215915.7272437
2023-11-23,1357236518.713428,1390412920.6129913,1386033341.4223342,1368301212.5962937
2023-11-24,1360286909.7916162,1392241284.801982,1386340681.137002,1370435914.9120617
2023-11-27,1358337385.8916163,1390377550.851982,1384904301.8870022,1368629610.0620618
2023-11-28,1369580412.3416162,1401024419.2519822,1394333532.1870022,1379310086.4620616
2023-11-29,1364895934.8416162,1394969509.701982,1386631847.4870021,1373638889.6120617
2023-11-30,1374773674.3416162,1405035026.101982,1396626257.537002,1383561581.1120617
2023-12-01,1358403641.8916163,1387392583.251982,1377786234.037002,1366385166.1620617
2023-12-04,1359049891.1916163,1389369855.801982,1381512792.787002,1368028381.9120617
2023-12-05,1362261912.1405878,1391998766.5684025,1383276113.5314424,1370787427.178806
2023-12-06,1372245644.6311283,1402884745.8149397,1395191427.4937415,1381384217.256608
2023-12-07,1361518490.8506544,1391242858.9142141,1382642666.066066,1370054556.1601326
2023-12-08,1367055520.9890845,1397153296.8913305,1388806883.022881,1375807982.6646898
2023-12-11,1368101916.4390845,1396534045.7413304,1386103915.822881,1375625456.0146897
2023-12-12,1370706376.4890845,1400483634.3913302,1391699729.2228808,1379222714.6646895
2023-12-13,1367689376.4890845,1396175988.1913304,1385821952.072881,1375272420.2646897
2023-12-14,1380783391.3890843,1410583470.5913303,1401383291.422881,1389211341.5646896
2023-12-15,1372728242.2411997,1402624867.4335136,1393777746.4761634,1381307635.4491625
2023-12-18,1375003472.4053612,1403394120.0937376,1392568966.3047671,1382427521.077491
2023-12-19,1368881526.6440578,1398182480.0291195,1388926190.6698186,1377065495.5976057
2023-12-20,1355157978.555767,1384610376.100377,1375941941.5833044,1363581064.0631976
2023-12-21,1348664386.0401123,1376768628.4072092,1366706933.6263318,1356161358.0291045
2023-12-22,1350981075.523949,1379095673.107209,1368880554.1763318,1358452645.9840457
2023-12-25,1356593732.3960307,1385924108.0267124,1377099870.228172,1364944529.1261969
2023-12-26,1368081676.376801,1396298156.5267124,1385653063.5281723,1375522567.1261969
2023-12-27,1373874708.076801,1402598559.8767123,1392350164.0781722,1381576176.176197
2023-12-28,1381108310.326801,1409772449.2767124,1399219303.5281723,1388728194.676197
2023-12-29,1378695258.576801,1407572344.2767124,1397380572.1281724,1386509466.5761971
2024-01-02,1378697117.726801,1407842123.8267124,1398061779.6281722,1386767463.926197
2024-01-03,1357458372.376801,1385988738.6267123,1376210901.8281722,1365267449.486552
2024-01-04,1357266548.876801,1386146999.5267124,1376778367.7781723,1365328979.586552
2024-01-05,1360076266.576801,1389332335.6767125,1380377988.6281724,1368398410.636552
2024-01-08,1370277353.826801,1400471936.2767124,1392372486.1781723,1379195696.9365518
2024-01-09,1360700291.026801,1392092916.2267125,1385802579.5781722,1370589618.1865518
2024-01-10,1359015333.476801,1390030512.0767124,1383359457.8281722,1368652456.836552
2024-01-11,1365189888.026801,1395042338.0767126,1386700485.8781724,1373906486.236552
2024-01-12,1359777307.5443034,1389571225.9544218,1381381647.5275867,1368513466.0267963
2024-01-15,1354087973.3159716,1384060598.5141637,1376346608.4916072,1363033191.399467
2024-01-16,1333784660.7149553,1364614447.0790896,1358641529.1955168,1343547394.302838
2024-01-17,1309294114.435002,1337905848.9790895,1329756469.0455167,1317575145.4922588
2024-01-18,1315050041.935002,1345053108.5290897,1338485503.7455168,1324307842.3422587
2024-01-19,1326054398.885002,1356135355.9790895,1349187269.7455168,1335192349.3922586
2024-01-22,1330278069.935002,1360831506.2790897,1354302419.3455167,1339700135.1922588
2024-01-23,1333515022.935002,1362760059.2790897,1354515073.8955169,1341958819.892259
2024-01-24,1335814121.335002,1364786400.1290894,1356169326.5455167,1344057093.2422588
2024-01-25,1337827997.885002,1366736474.5790894,1357918566.1455166,1345983524.1922586
2024-01-26,1349972318.785002,1379500089.0290895,1371053644.3955166,1358461145.2422588
2024-01-29,1355369976.7696245,1384498215.2790895,1375317388.1455166,1363468762.2166414
2024-01-30,1342382243.8696244,1371376187.6290896,1362257172.7455168,1350411124.7666416
2024-01-31,1341813996.8696244,1369490690.8057444,1358691617.8211057,1348850159.4666414
2024-02-01,1353718680.8696244,1381087663.3557444,1369449219.8711057,1360365347.2166414
2024-02-02,1357114884.0696244,1384224301.8057442,1372200611.9211056,1363555314.5666413
2024-02-05,1351838260.8696244,1378631401.6557443,1366495185.7211056,1358166015.7166414
2024-02-15,1361565549.4196243,1389172309.0057442,1377752630.4711056,1368417321.6666415
2024-02-16,1361371740.4262276,1389356789.2057443,1378309778.3211057,1368408775.525095
2024-02-19,1369581879.8762276,1398434235.3370528,1388253069.102036,1377199306.8250947
2024-02-20,1369998346.5762274,1399796202.787053,1390742009.9520361,1378275006.175095
2024-02-21,1366113431.0762274,1395394026.137053,1385766330.402036,1374037884.325095
2024-02-22,1365250089.0262275,1395718254.987053,1387581700.0020359,1374034516.575095
2024-02-23,1367163331.8262274,1396584735.937053,1387095072.652036,1375175644.9250948
2024-02-26,1360876131.1762276,1390557498.437053,1381561128.102036,1369129348.2250948
2024-02-27,1369074515.2428665,1397622010.287053,1387054976.052036,1376493710.0918212
2024-02-29,1377165059.9428666,1406580341.7370532,1396882220.9020362,1385176311.641821
2024-03-01,1370220441.7928665,1399796130.9370532,1390572342.802036,1378422035.441821
2024-03-04,1374100002.4928663,1405078389.8370528,1397480385.602036,1383278499.2418208
2024-03-05,1374861906.0428665,1406897039.437053,1400628551.852036,1384820786.641821
2024-03-06,1382090807.9428663,1414766218.7927585,1409196646.902036,1392492765.441821
2024-03-07,1388012715.8428664,1420146881.5427587,1413872203.902036,1398021080.691821
2024-03-08,1399815548.5428665,1433259399.7927585,1428320900.3999255,1410684815.8418207
2024-03-11,1397842270.5928664,1430930905.4427586,1425632273.7999253,1408461696.4918208
2024-03-12,1402902504.4928665,1436261118.2927587,1431149865.6499255,1413697714.7418213
2024-03-13,1409945665.0928664,1444351554.8927584,1440293560.7499254,1421434914.641821
2024-03-14,1438431935.0928664,1471380771.1427586,1464592736.4499254,1448614194.191821
2024-03-15,1443522973.2428665,1475388154.6927586,1467218423.9999254,1452916312.3418212
2024-03-18,1442219299.1290874,1473371028.3600304,1464354270.2242506,1451104320.9283373
2024-03-19,1433590131.6787405,1464149815.2100306,1454613975.8742507,1442115213.355794
2024-03-20,1422350209.1287405,1453835536.908843,1445997356.2242506,1431680264.0557938
2024-03-21,1448734918.6787405,1479716172.208843,1470340462.2742505,1457469316.1557937
2024-03-22,1444059572.2287405,1473651855.9088428,1462674990.476814,1451817800.5557938
2024-03-25,1442351606.5287404,1471849923.758843,1460819262.176814,1450066581.1057937
2024-03-26,1452225791.7287405,1482799406.808843,1472820493.526814,1460648204.9557939
2024-03-27,1451187768.4287405,1481804856.958843,1471995919.8268142,1459660623.3057938
2024-03-28,1443676191.1287405,1473979532.8588428,1463966222.6268141,1451949709.1057937
2024-03-29,1456913922.3287406,1487059285.308843,1476424768.676814,1464955028.6557937
2024-04-01,1459117505.3787405,1489359098.808843,1478778555.426814,1467195880.8557937
2024-04-02,1460277618.7787404,1489446085.7088428,1477457652.426814,1467563191.2557936
2024-04-03,1440770627.4787405,1469746277.158843,1458162310.3768141,1448070707.5057938
2024-04-08,1454324975.2263699,1482998797.308843,1470572051.8268142,1461314989.2557938
2024-04-09,1464970217.62637,1494683453.2088428,1483036833.3768141,1472636990.3557937
2024-04-10,1463602406.07637,1493847871.008843,1482940815.276814,1471685440.8557937
2024-04-11,1463253419.02637,1492073426.9088428,1479462943.226814,1470321184.3557937
2024-04-12,1452982846.82637,1482146978.308843,1470222467.9768143,1460346374.7557938
2024-04-15,1447661368.17637,1476401820.2276168,1464273995.0147989,1454760902.2813897
2024-04-16,1415037503.92637,1443976687.0276167,1433053147.0647988,1422590188.98139
2024-04-17,1418091049.87637,1446528626.627617,1434869749.714799,1425231724.48139
2024-04-18,1429549123.9763699,1457733455.9276168,1445453093.064799,1436393099.58139
2024-04-19,1397330760.2263699,1425874157.127617,1414910453.164799,1404742626.6813898
2024-04-22,1424737797.3201466,1453322413.127617,1441587764.414799,1431930468.58139
2024-04-23,1437028254.876966,1466354329.5305047,1455113660.1383202,1444659469.965006
2024-04-24,1433502800.7179167,1461272116.0392745,1448205443.3579202,1440055750.8583245
2024-04-25,1413601993.017917,1441835725.2892745,1429919181.55792,1420644532.3083243
2024-04-26,1418818367.1679168,1447194074.4892745,1435319260.3579202,1425916930.0083244
2024-04-29,1462609645.1179168,1490291453.0892744,1476324409.20792,1468826542.7083244
2024-04-30,1470921563.767917,1497008525.5892744,1481041459.05792,1475983129.1083243
2024-05-02,1490335568.9679167,1513602815.2392745,1493762696.6579201,1493256852.1583242
2024-05-03,1493899761.5344083,1517258214.359397,1497464021.169758,1496857574.306729
2024-05-06,1551812669.6421945,1573022351.7308042,1549501302.3148358,1552913278.1074023
2024-05-07,1555856688.8505757,1575931006.666649,1551029032.3805625,1556166368.102551
2024-05-08,1558209781.6505756,1578769117.566649,1554330643.7805626,1558828381.5025508
2024-05-09,1538249125.3005757,1559162670.7166488,1535719829.7805626,1539272746.7525506
2024-05-10,1585172991.9505756,1601828377.266649,1572594732.1805625,1582989520.5025508
2024-05-13,1585578256.3505757,1602816035.4166489,1574255848.1305625,1583800778.7525506
2024-05-14,1577411855.2505758,1593276420.716649,1563492007.3805625,1574788570.7525508
2024-05-15,1579388818.816692,1596671708.8527408,1568398479.9245372,1577705761.5786972
2024-05-16,1579804567.8078322,1597020247.9977317,1568439074.0127723,1578027326.461425
2024-05-17,1578524958.6078322,1596092138.6477315,1567925704.4627724,1576992968.9114249
2024-05-20,1575366403.5578322,1593348869.7977314,1565274297.8627722,1574028749.1614249
2024-05-21,1559321431.7054584,1578331899.3236065,1551866374.0877519,1558819843.7800517
2024-05-22,1564476176.632074,1583066461.142785,1556068967.8204098,1563653095.174427
2024-05-23,1559235721.1178243,1576802123.1510305,1548657931.6356676,1557707304.5894804
2024-05-24,1553343388.0678241,1571005422.0010304,1543387174.3356676,1551996857.0394804
2024-05-27,1559746433.8779993,1576056852.9509134,1546755225.8415294,1557416888.1648953
2024-05-28,1558506485.9279993,1575089909.3509135,1546140580.6415296,1556380841.0648952
2024-05-29,1532014577.9779994,1548081729.7509136,1519192842.3415296,1529727866.364895
2024-05-30,1516206971.7779994,1533271098.4509134,1506038580.3915296,1514758191.6648953
2024-05-31,1525636058.373039,1541827009.4254436,1513599381.4161952,1523557950.8419049
2024-06-03,1519399169.595588,1538003964.4594038,1512448308.4847832,1518985998.9417486
2024-06-04,1502912416.1955879,1522344653.2594037,1498259802.5347831,1503201592.4417484
2024-06-05,1515002042.395588,1533300429.9094036,1507589674.134783,1514428940.1917484
2024-06-06,1531967906.7455878,1550077045.559404,1523328154.4347832,1531085144.7417486
2024-06-07,1543763361.645588,1560286946.5094037,1531587942.2347832,1541715786.4917486
2024-06-11,1539544172.645588,1556080714.509404,1527421490.2347834,1537522535.3917487
2024-06-12,1542115016.9455879,1559209111.259404,1530883574.5347834,1540425429.3417485
2024-06-13,1554699589.145588,1571601559.8594038,1542611049.7847834,1552769438.9417486
2024-06-14,1569497977.995588,1585344459.809404,1554756603.2847831,1566730480.8917487
2024-06-17,1574604948.295588,1590776750.3094037,1560500210.634783,1572039006.0917485
2024-06-18,1594617818.545588,1610225698.309404,1578682232.3347833,1591504177.5917485
2024-06-19,1612112189.545588,1626017409.9094038,1591797619.1347833,1607666765.2917485
2024-06-20,1616112657.795296,1629998627.6773005,1595564311.8658648,1611610248.7732868
2024-06-21,1617912793.195296,1631306903.7773004,1596298726.4158647,1613077916.4732869
2024-06-24,1622436463.445296,1635912008.1273003,1601079509.9158645,1617658109.7232869
2024-06-25,1611900440.495296,1627816252.2773006,1595921081.3658648,1608845055.6732867
2024-06-26,1607206882.195296,1622312198.4773004,1589577202.0158646,1603630711.0732868
2024-06-27,1609395264.695296,1624244741.4273005,1591207456.8658648,1605637640.923287
2024-06-28,1615449901.795296,1630354742.7273002,1597170340.7658646,1611675676.5232866
2024-07-01,1626226897.695296,1641301432.1273005,1608177175.9658647,1622527348.0232868
2024-07-02,1618155104.995296,1633949650.8773003,1601804300.8158646,1614996552.4732869
2024-07-03,1650510678.245296,1670796806.3773003,1642911953.6658645,1650198044.8732867
2024-07-04,1658887079.395296,1675767734.9273005,1643476688.8158648,1656105621.2232869
2024-07-05,1657841748.2952962,1675410911.8773005,1644033570.9658647,1655556879.7732868
2024-07-08,1682821923.745296,1698373872.3773005,1663930188.5158646,1678957295.1732867
2024-07-09,1668025293.045296,1683513764.4773004,1649320985.1658645,1664209643.3732867
2024-07-10,1666630058.645296,1682379290.8273003,1648447362.2158647,1662990098.0232866
2024-07-11,1686816433.3452961,1701318447.8773005,1665381199.3158646,1682163124.5732868
2024-07-12,1680125169.0952961,1695481361.6273003,1660848797.2158647,1676136648.1232867
2024-07-15,1686568605.995296,1700869627.4773004,1664923143.6158645,1681812101.0732868
2024-07-16,1679616908.395296,1694573959.0773003,1659470316.2158647,1675339456.0732868
2024-07-17,1668424825.895296,1684447872.4773004,1650876473.1658647,1664961597.9732869
2024-07-18,1683305692.295296,1700377841.7273004,1667771262.1658647,1680470232.0232868
2024-07-19,1667255115.6973412,1683511613.381327,1650580220.0178223,1664017371.8438864
2024-07-22,1656002150.8690093,1673548131.899035,1642395039.1355276,1653764787.347694
2024-07-23,1684652985.8353882,1700903954.036541,1667595401.4168997,1681324611.8677793
2024-07-26,1659177397.7908785,1677101845.9020898,1646550731.3963468,1657266511.1373534
2024-07-29,1682603907.4322608,1700353457.85209,1669197084.7898927,1680491303.1077724
2024-07-30,1663881669.7152824,1681423456.2360158,1650506340.6390371,1661745446.413195
2024-07-31,1681779746.6152825,1699201468.986016,1667761446.189037,1679465926.563195
2024-08-01,1711664211.5152824,1726713386.136016,1691397622.989037,1707343738.2131948
2024-08-02,1690456113.4316747,1704645234.3134782,1668239836.3737712,1685462215.551815
2024-08-05,1594763307.771942,1612201281.2521553,1579937237.8863218,1592075336.3499408
2024-08-06,1632324933.2549,1649981162.1044867,1617066186.0702715,1629598430.6772325
2024-08-07,1635247642.3407872,1651708837.5484571,1617009612.6529553,1631488914.1435459
2024-08-08,1614549535.4311483,1628105853.2941582,1593235240.9725523,1609722386.826838
2024-08-09,1640625658.8050892,1653824062.7741823,1618520483.8018968,1635564957.4398987
2024-08-12,1648293031.2129273,1662562658.9674528,1628371034.547936,1643837012.9281843
2024-08-13,1610070556.0485978,1627697212.4130583,1596870117.886665,1607749307.9252765
2024-08-14,1624149680.4127061,1641178240.7630584,1609403465.636665,1621608527.9847438
2024-08-15,1614801333.3275719,1630711470.192572,1598244591.354051,1611582093.913937
2024-08-16,1635817680.727572,1651160636.292572,1618225924.0540512,1631889562.463937
2024-08-19,1636665146.9275718,1652156784.542572,1617746363.8040512,1632606780.213937
2024-08-20,1652500352.6775718,1665250794.142572,1629372649.5040512,1647250187.013937
2024-08-21,1645543909.1301088,1661110944.042572,1626293529.404051,1641370172.813937
2024-08-22,1654239810.2980103,1668980968.292572,1633240416.0540512,1649468019.298895
2024-08-23,1648005871.6480105,1664487422.542572,1630445780.704051,1644604548.798895
2024-08-26,1651094141.1480105,1668573138.6425722,1636047712.0040512,1648200116.5488951
2024-08-27,1647164605.0480106,1666425893.542572,1635948456.5040512,1645870158.098895
2024-08-28,1640524142.7980103,1659632058.142572,1628103118.404051,1638599099.498895
2024-08-29,1630403189.7583504,1647851968.760557,1615921492.4254491,1628089626.483503
2024-08-30,1641163296.5583503,1658037705.810557,1624900720.575449,1638385636.4335032
2024-09-02,1641310020.2871473,1658999421.1989462,1626488723.6308343,1639131294.264882
2024-09-03,1636910541.0852668,1654955999.3156712,1622445257.9687376,1634490794.201467
2024-09-04,1604079124.792507,1622095877.9757385,1589680226.9921367,1601958063.3929913
2024-09-05,1626979782.035994,1644410944.282122,1610961566.0060492,1624530790.6085742
2024-09-06,1641252530.9054515,1658928383.5938532,1625317735.701343,1639144252.9784744
2024-09-09,1630831239.5494373,1650678113.330762,1619333842.757765,1630189802.0859854
2024-09-10,1639354408.9615736,1659097072.8045194,1627814575.0499337,1638655853.453629
2024-09-11,1631709176.5121386,1650928976.1166775,1618749646.516909,1630539025.8873944
2024-09-12,1647185278.9796498,1664902857.8570132,1631001564.6213794,1644804393.2109575
2024-09-13,1646254022.3429055,1664956815.5082061,1631824107.7797241,1644539228.5211623
2024-09-16,1646641969.3160214,1666032814.658206,1634009504.329724,1645593186.3106115
2024-09-18,1644862141.666021,1664725399.758206,1633114916.5297241,1644243067.6106114
2024-09-19,1658595204.0160213,1675881855.0082061,1641439330.579724,1656211871.9106116
2024-09-20,1661501072.4660213,1679396619.608206,1645255914.2797241,1659249513.8606117
2024-09-23,1674245588.5660212,1692288950.5082061,1658000210.3797243,1672455188.0106115
