date,nav_share_1,nav_board_lot_1000
2015-04-29,3917922.7201430392,3901576.2048046254
2015-04-30,3887346.1972830393,3876711.2598046255
2015-05-04,3906800.9585930393,3900767.7173046255
2015-05-05,3896413.9633880393,3892650.4948046254
2015-05-06,3902733.291773039,3891723.927304625
2015-05-07,3859604.0455380394,3845681.3698046254
2015-05-08,3866838.937723039,3853788.0148046254
2015-05-11,3859766.357048039,3850279.714804625
2015-05-12,3876728.021403039,3865635.7373046256
2015-05-13,3901610.058103039,3884844.0373046254
2015-05-14,3824537.1310080388,3821022.447304625
2015-05-15,3834519.2226780388,3822116.424804625
2015-05-18,3858747.955934683,3844973.492304625
2015-05-19,3870445.330039683,3859376.814804625
2015-05-20,3864762.523369952,3850681.2405121257
2015-05-21,3815616.7547749523,3808202.478944125
2015-05-22,3827445.407779952,3822441.901444125
2015-05-25,3811184.3172467006,3809266.378944125
2015-05-26,3841745.3925967,3830808.078944125
2015-05-27,3854059.0401067003,3841531.3239441253
2015-05-28,3841458.8943717005,3828830.278944125
2015-05-29,3846746.487623013,3829620.933944125
2015-06-01,3827701.3128030133,3814413.0564441252
2015-06-02,3825131.594008013,3813155.1789441253
2015-06-03,3819436.5128030134,3807413.0564441252
2015-06-04,3755562.3181580133,3749021.9664441254
2015-06-05,3745221.748833013,3743130.266444125
2015-06-08,3783544.2247608462,3774411.3889441253
2015-06-09,3751285.025022999,3747883.5889441255
2015-06-10,3783295.7263740287,3772055.788944125
2015-06-11,3768929.4269090337,3764366.0287561254
2015-06-12,3785678.7768626884,3775619.351256125
2015-06-15,3768823.3666727543,3761456.346068125
2015-06-16,3764166.355765177,3753873.6808456252
2015-06-17,3740341.659315177,3737418.080845625
2015-06-18,3761677.2718951767,3757851.9033456254
2015-06-22,3795060.850770177,3786599.015845625
2015-06-23,3798880.8458228568,3787001.293345625
2015-06-24,3814329.4376505194,3802072.761760875
2015-06-25,3825811.6777327606,3815604.0045288755
2015-06-26,3820627.8147774823,3815087.8270288757
2015-06-29,3778929.0371755203,3776344.0370288757
2015-06-30,3788451.504088091,3789327.8595288754
2015-07-01,3812081.146988091,3805739.059528875
2015-07-02,3807343.8781930907,3804431.1820288757
2015-07-03,3816939.423398091,3812848.4045288754
2015-07-06,3782915.734606227,3782146.3145288755
2015-07-07,3791265.1198840607,3796100.6820288757
2015-07-08,3719289.729793649,3734348.814493625
2015-07-09,3710498.21699542,3720826.7405250007
2015-07-13,3740193.4210469914,3749301.0808218755
2015-07-14,3764395.575084687,3761870.4899955
2015-07-15,3782664.007799413,3783141.11619875
2015-07-16,3810847.7553956932,3807664.3812385
2015-07-17,3789842.5985395354,3799066.526924875
2015-07-20,3781756.9028045353,3790415.481924875
2015-07-21,3775609.423374535,3789152.0349273756
2015-07-22,3775833.729963942,3791428.53381675
2015-07-23,3766890.581738942,3787400.7338167503
2015-07-24,3772770.584228942,3789377.4888167502
2015-07-27,3720289.636033942,3746391.99881675
2015-07-28,3715374.942603942,3736196.97631675
2015-07-29,3716540.0378089417,3736614.19881675
2015-07-30,3767425.903383942,3777719.6113167503
2015-07-31,3801276.9195444416,3803525.40606675
2015-08-03,3792595.0678481413,3798833.8942167503
2015-08-04,3828961.4665453667,3828838.62810425
2015-08-05,3836093.2479462917,3830857.4501417503
2015-08-06,3798435.0968268416,3796650.68236675
2015-08-07,3781978.2209786917,3776204.92644175
2015-08-10,3769348.8259595362,3767819.8802342503
2015-08-11,3739823.0054363864,3742640.7243092502
2015-08-12,3661969.9211669364,3685770.0565342507
2015-08-13,3683689.2201869613,3701917.1355005004
2015-08-14,3688355.5329050613,3702752.0100255003
2015-08-17,3663991.3012032215,3673528.1139380005
2015-08-18,3627978.64740768,3631600.7440880006
2015-08-19,3553593.42910558,3556559.2443880006
2015-08-20,3555303.0856819795,3565990.8990380005
2015-08-21,3518404.97165083,3532955.006388
2015-08-24,3443188.47464858,3453771.6724880002
2015-08-25,3490243.90194438,3503162.4703380005
2015-08-26,3499642.6909225797,3509924.0921952506
2015-08-27,3530783.434244605,3537571.6304827505
2015-08-28,3580889.37065843,3583834.9614452505
2015-08-31,3629655.0799338045,3630953.9462577505
2015-09-01,3569034.351127755,3567653.6014077505
2015-09-02,3564309.3511277544,3564103.6014077505
2015-09-03,3590432.52348173,3579395.5265702507
2015-09-04,3572038.7804186298,3567565.2470452506
2015-09-07,3586695.76076363,3578310.6520452504
2015-09-08,3558096.6373555297,3555834.9675202505
2015-09-09,3627660.225002255,3617325.8624077505
2015-09-10,3637011.0773072783,3631104.087886375
2015-09-11,3645743.5180032034,3631649.589923875
2015-09-14,3638798.6573132034,3625808.7799238754
2015-09-15,3633916.4228543914,3621867.44610725
2015-09-16,3641950.2351892414,3629911.8269072506
2015-09-17,3671757.6281794664,3660856.8125197506
2015-09-18,3680809.784704416,3660288.9301438755
2015-09-21,3615756.5583384163,3606208.6566938753
2015-09-22,3642571.6531479415,3617613.3140813755
2015-09-23,3571509.379221991,3560053.1120313755
2015-09-24,3568122.8054019413,3550651.4206313756
2015-09-25,3543024.5940697663,3529902.858143876
2015-09-30,3561893.843095791,3553542.5529813757
2015-10-01,3574171.7994677164,3561827.5184688754
2015-10-02,3584301.092610966,3576231.2521938756
2015-10-05,3577681.5118827163,3570495.3534688754
2015-10-06,3588476.6304107164,3582630.8951938753
2015-10-07,3602601.8183347913,3595903.7731563756
2015-10-08,3584213.7711755573,3576066.4429938756
2015-10-12,3611673.685877582,3609395.6012813756
2015-10-13,3627763.3613424823,3626500.8634813754
2015-10-14,3594537.9090267573,3604054.0270438753
2015-10-15,3628399.299649807,3628314.2351688757
2015-10-16,3652394.790940227,3654786.0709752506
2015-10-19,3646321.515143527,3653828.2561002504
2015-10-20,3670549.9046753347,3669081.0626627505
2015-10-21,3630367.8099673847,3643897.2123377505
2015-10-22,3662468.9571153848,3669451.1340627507
2015-10-23,3690609.738973272,3686317.7821247503
2015-10-26,3725452.6706313216,3711264.20524975
2015-10-27,3708940.4640684538,3704006.0394497504
2015-10-28,3705655.444413454,3704051.4444497502
2015-10-29,3669665.536648329,3665742.00663725
2015-10-30,3644577.9774244037,3643710.96287475
2015-11-02,3624246.008411579,3635814.12036225
2015-11-03,3665558.4818031825,3672896.6852127505
2015-11-04,3689524.683638175,3692705.9479821254
2015-11-05,3686626.7467682255,3689516.8293821253
2015-11-06,3634110.4124147864,3640757.391569625
2015-11-09,3627840.223177661,3623383.4954821253
2015-11-10,3581134.061864011,3579104.3371946253
2015-11-11,3572804.196112338,3567344.893307125
2015-11-12,3574506.7435172317,3567890.6492321254
2015-11-13,3544988.9350705943,3537285.036107125
2015-11-16,3534803.9921173514,3521179.422982125
2015-11-17,3571605.8207250386,3564616.4595371257
2015-11-18,3550014.7465470675,3538813.3990871254
2015-11-19,3582909.396474193,3577978.1051746253
2015-11-20,3571236.9013542924,3567618.2479746253
2015-11-23,3563665.6002088077,3569311.6823060005
2015-11-24,3563036.9743606574,3557415.9263810003
2015-11-25,3557357.5056183184,3565403.4262418756
2015-11-26,3570074.2914085775,3582455.3142346255
2015-11-27,3542281.6213242644,3547900.7253096253
2015-11-30,3527878.8952171896,3533405.1650873753
2015-12-01,3576380.1122062397,3588295.6466623754
2015-12-02,3547505.5381272645,3555726.6964998753
2015-12-03,3540049.8767950893,3543928.1340123755
2015-12-04,3534957.6009469396,3535382.3780873753
2015-12-07,3534585.5337319896,3540547.8544873754
2015-12-08,3489176.5404099645,3497850.3161998754
2015-12-09,3459917.9598060395,3467937.6524373754
2015-12-10,3480840.5945677394,3473209.252312375
2015-12-11,3451987.4198251646,3457135.1967998757
2015-12-14,3435041.5929228896,3433105.6815123754
2015-12-15,3427744.2737654806,3429536.6343123754
2015-12-16,3441999.891508025,3444484.411524875
2015-12-17,3489505.811672059,3501236.1339530004
2015-12-18,3451723.538005034,3457993.1906655002
2015-12-21,3448416.677315034,3453702.3806655
2015-12-22,3469525.095843034,3479337.9223905
2015-12-23,3485603.016811084,3490643.5355155
2015-12-24,3490189.052295109,3497746.3420780003
2015-12-25,3498823.769510059,3504980.8656780003
2015-12-28,3506611.247415009,3506356.1992780003
2015-12-29,3483391.565425159,3491057.223478
2015-12-30,3467722.9313270585,3476290.728953
2015-12-31,3482039.8192511336,3488213.6069155005
2016-01-04,3427031.0291941194,3431642.1725405003
2016-01-05,3424167.284147097,3424630.526903
2016-01-06,3399562.1410839967,3404250.247378
2016-01-07,3361118.707781097,3371350.2534530004
2016-01-08,3372388.807781097,3382150.2534530004
2016-01-11,3352937.936554122,3358227.3815655005
2016-01-12,3379392.689253097,3377214.711728
2016-01-13,3383357.349097652,3387232.9946905
2016-01-14,3376870.802923627,3379189.378128
2016-01-15,3342862.8923759013,3356626.7143655005
2016-01-18,3313426.3914748016,3336651.7031155005
2016-01-19,3344132.6290156264,3363284.0873530004
2016-01-20,3322125.7083065016,3344245.7329905
2016-01-21,3278211.7440164266,3301042.5815780004
2016-01-22,3306166.3018544265,3322619.8282882506
2016-01-25,3388211.8198461514,3398606.128175751
2016-01-26,3351735.8548123264,3369674.417213251
2016-01-27,3370195.0929953265,3390564.5539382505
2016-01-28,3383444.970619926,3400675.2759132506
2016-01-29,3467864.6192670264,3478912.1806132505
2016-01-30,3496420.2943199766,3503241.4359382507
2016-02-01,3507248.0822440516,3520364.3139007506
2016-02-02,3499456.1602218766,3507474.9414132508
2016-02-03,3457852.9762768014,3467167.1950007505
2016-02-15,3484232.8151019765,3500065.0842132503
2016-02-16,3537564.619372926,3542520.6912632505
2016-02-17,3521893.0012568766,3516761.1564132506
2016-02-18,3542335.0156198265,3536399.601738251
2016-02-19,3550997.6392868515,3546542.5450257505
2016-02-22,3548278.3089418514,3544797.1400257507
2016-02-23,3552289.4392868513,3539742.5450257505
2016-02-24,3522852.7669328763,3522000.6198632503
2016-02-25,3560218.8989227265,3550799.5956632504
2016-02-26,3580431.7881598515,3573873.4917507507
2016-03-01,3587740.7543721264,3581812.1970382505
2016-03-02,3600879.357230353,3594836.1345833754
2016-03-03,3644412.8478821325,3638367.4059196254
2016-03-04,3654705.1230252427,3646696.3037373754
2016-03-07,3676105.3196631935,3663059.001010375
2016-03-08,3666963.7548168283,3647657.3435645
2016-03-09,3643339.429217756,3633768.44215825
2016-03-10,3658921.3831544346,3649081.71469125
2016-03-11,3664873.0073056836,3654526.100866751
2016-03-14,3662956.0681989626,3655748.9788292507
2016-03-15,3614372.1153268376,3620260.8115627505
2016-03-16,3633297.6007385263,3636839.6906281253
2016-03-17,3673786.336290365,3674244.279553125
2016-03-18,3699863.10620429,3695366.1333156256
2016-03-21,3674510.4659872414,3672410.1087173754
2016-03-22,3683665.300417141,3679007.7401628755
2016-03-23,3698903.515192041,3692772.192362875
2016-03-24,3687210.3124930663,3684484.8622003756
2016-03-25,3680407.677009041,3676932.055637875
2016-03-28,3675664.502809222,3670886.6506378753
2016-03-29,3664953.740091122,3660051.7761128754
2016-03-30,3686116.8307141718,3682361.9842378753
2016-03-31,3693338.1968749966,3683912.7484753756
2016-04-01,3645645.9632402966,3647760.2018753756
2016-04-06,3605065.320071613,3607488.7614253755
2016-04-07,3589938.9972079042,3590125.7467378755
2016-04-08,3586485.410016892,3590418.6194198756
2016-04-11,3615443.7823708667,3614238.5036107507
2016-04-12,3625649.837509892,3622145.90517325
2016-04-13,3675642.771454967,3672253.6515857507
2016-04-14,3679964.807682742,3668535.0176982507
2016-04-15,3687954.318057398,3677880.7736232504
2016-04-18,3682518.081187448,3677091.6550232503
2016-04-19,3675374.037070223,3664227.6161357504
2016-04-20,3637226.116897373,3627538.5036107507
2016-04-21,3663487.633447535,3653695.2318982505
2016-04-22,3661507.2806912432,3652505.7623732504
2016-04-25,3673307.1317053176,3668665.9704982503
2016-04-26,3671765.097193336,3666638.84846075
2016-04-27,3668434.171511638,3662278.9912607507
2016-04-28,3635151.590265538,3626758.5750107504
2016-04-29,3639537.866789603,3636571.5896982504
2016-05-03,3673865.3817857294,3673595.2176133753
2016-05-04,3659396.316831668,3663915.3758920003
2016-05-05,3624482.7466126806,3630691.936502001
2016-05-06,3616956.2164549124,3612648.4390612505
2016-05-09,3627444.9264474115,3617951.459005376
2016-05-10,3646748.6586280004,3628346.6347203758
2016-05-11,3637176.546254961,3618857.3002623757
2016-05-12,3654668.4292989355,3634140.035424876
2016-05-13,3689421.7546836855,3658121.8434248758
2016-05-16,3651151.7654980104,3631635.888387376
2016-05-17,3664701.4288869854,3642314.028549876
2016-05-18,3697727.6525540105,3677656.971837376
2016-05-19,3659782.0026268857,3642992.265749876
2016-05-20,3659652.718196986,3638073.218549876
2016-05-23,3697258.5767058604,3680511.2159123756
2016-05-24,3696915.8479735716,3675365.7966667507
2016-05-25,3716868.8052385575,3686548.5318292505
2016-05-26,3717456.3604005207,3686865.485547126
2016-05-27,3753096.3358168667,3721591.408209626
2016-05-30,3764090.920243905,3738685.3756971257
2016-05-31,3757965.8491635625,3741736.302859626
2016-06-01,3791975.380948533,3770920.7104023756
2016-06-02,3795633.235531572,3764953.9775018757
2016-06-03,3809543.12075191,3780375.709038376
2016-06-04,3800332.7509609107,3770777.781870126
2016-06-06,3812084.737139872,3781796.9340633755
2016-06-07,3861523.0342149967,3831165.5618758756
2016-06-08,3895209.2996320715,3859837.7665633755
2016-06-13,3814742.7048608433,3781308.1663883757
2016-06-14,3833769.375828893,3803513.779513376
2016-06-15,3841850.693043843,3806348.3031133753
2016-06-16,3770382.4718168676,3746925.4312258754
2016-06-17,3824607.1930438424,3793948.3031133753
2016-06-20,3846540.160258793,3810682.8267133753
2016-06-21,3883234.0783748426,3844092.3615633757
2016-06-22,3865384.9208162543,3834361.0044041257
2016-06-23,3858484.445456106,3825625.791293251
2016-06-24,3777009.422273906,3747994.148793251
2016-06-27,3759965.978467056,3740535.3097182508
2016-06-28,3793905.878467056,3765035.3097182508
2016-06-29,3829642.2735827332,3802966.607368251
2016-06-30,3855607.895936708,3828358.5325307506
2016-07-01,3874143.721401608,3852863.794730751
2016-07-04,3881051.221401608,3859263.794730751
2016-07-05,3866569.392110733,3849802.1490932507
2016-07-06,3817505.5856586583,3807343.729405751
2016-07-07,3822936.7977345833,3809470.851443251
2016-07-11,3888496.9620246575,3877074.0028557507
2016-07-12,3897724.0899296077,3884749.3364557507
2016-07-13,3928635.718476733,3906732.422543251
2016-07-14,3944972.5308115827,3918526.803343251
2016-07-15,3989573.637263658,3961385.223030751
2016-07-18,4001621.209285833,3978774.5955182505
2016-07-19,4014091.361984808,3987811.925680751
2016-07-20,4006348.630641582,3979231.9970807508
2016-07-21,4018670.596641582,3989637.597080751
2016-07-22,3995766.1224873923,3970480.1955182506
2016-07-25,4004070.75247597,3976442.192080751
2016-07-26,3998222.3967742044,3971036.7929312508
2016-07-27,4006835.5957058016,3977471.3165312507
2016-07-28,4014422.034419131,3984997.0010562507
2016-07-29,3993472.175837381,3969773.7097812505
2016-08-01,4019012.545751306,3993445.5635437504
2016-08-02,4013820.677482231,3987727.280581251
2016-08-03,3990843.082774281,3968143.430256251
2016-08-04,3988991.927635256,3963136.0286937505
2016-08-05,4028344.323796178,4004015.698957813
2016-08-08,4065089.223129928,4047342.668257688
2016-08-09,4077729.5862599784,4055153.549657688
2016-08-10,4106674.6387236533,4093594.6695701256
2016-08-11,4095577.5310324365,4081111.3074285006
2016-08-12,4094557.294401778,4076854.149957688
2016-08-15,4067578.8985109446,4045255.3061744384
2016-08-16,4074292.277857443,4055764.251666063
2016-08-17,4083065.731703052,4063155.932736876
2016-08-18,4102157.809944356,4072968.131816063
2016-08-19,4048811.6994012143,4028601.857939901
2016-08-22,3943901.6683109817,3954116.145924663
2016-08-23,3972376.9627705556,3980478.313534838
2016-08-24,3930402.03244544,3948093.5037668133
2016-08-25,3978087.6670530126,3994060.0333604757
2016-08-26,3983315.7842044393,3999470.2807736755
2016-08-29,3990248.766938335,4001432.451429263
2016-08-30,3980475.168886716,3995454.9448368754
2016-08-31,3966328.7851133537,3975957.6246216507
2016-09-01,3901452.584014398,3927251.827937626
2016-09-02,3929326.8562762206,3955190.4407812883
2016-09-05,3992623.6577305016,4002721.1830208884
2016-09-06,4010126.2347739036,4021852.902846526
2016-09-07,4024908.077135029,4038799.958608963
2016-09-08,4058095.9869123264,4064793.8490901883
2016-09-09,4017635.2988273874,4030355.949379776
2016-09-10,3976896.196688964,3990515.0031361133
2016-09-12,3939205.464334492,3962717.0017173258
2016-09-13,3958460.741337921,3968789.274081288
2016-09-14,3913704.8354573864,3935190.370415288
2016-09-19,4010149.3186860415,4019667.028674188
2016-09-20,4005691.7149039563,4011899.623790176
2016-09-21,4009980.7340037646,4018332.364610988
2016-09-22,4012754.6708991686,4020126.1093873885
2016-09-23,4033956.6071504042,4038519.097621401
2016-09-26,4003738.780107002,4012887.3777957633
2016-09-29,4020088.885837469,4028827.2760873884
2016-09-30,3962685.418496001,3975148.5758381383
2016-10-03,3968887.403178278,3980333.2399013382
2016-10-04,3992623.053368319,4009451.6927373884
2016-10-05,3990218.8167376607,4006694.535266576
2016-10-06,3986287.6515346146,4004706.781260988
2016-10-07,3961504.0092881676,3979887.3074297635
2016-10-11,3963062.5222780863,3983115.9807221508
2016-10-12,3972738.6990167694,3985451.6657805257
2016-10-13,3963050.2645992376,3976603.589022913
2016-10-14,3941641.12235279,3954184.1151916883
2016-10-17,3946925.8219733676,3962569.945954888
2016-10-18,3973910.0779685793,3982696.4315521005
2016-10-19,3978507.814599238,3985703.589022913
2016-10-20,3981331.2970683877,3988279.1723729135
2016-10-21,3983504.1257554526,3988487.3508389005
2016-10-24,3974902.3257554527,3983687.3508389005
2016-10-25,3996147.8878605543,4000667.903964538
2016-10-26,3972403.3044425175,3978395.529304888
2016-10-27,3953908.5006604316,3961728.1244208757
2016-10-28,3962826.3448552606,3975870.091659713
2016-10-31,3949670.4452346843,3959384.2608965132
2016-11-01,3954435.820024986,3959347.4525472755
2016-11-02,3930396.2506604316,3940628.1244208757
2016-11-03,3940182.1621960695,3943326.0554736634
2016-11-04,3926392.685836809,3934704.539652088
2016-11-07,3945050.4029882364,3950114.787065288
2016-11-08,4000569.0143344924,3998867.0017173258
2016-11-09,3912024.860741789,3921745.3132340633
2016-11-10,3989321.9241110543,3981200.4543213383
2016-11-11,3938749.9009513645,3929147.3374220883
2016-11-14,3953986.0151988943,3936528.9115429004
2016-11-15,3950502.598955758,3930597.3374220883
2016-11-16,3950202.4702686933,3938039.1589561007
2016-11-17,3948448.333871731,3944286.2147185383
2016-11-18,3933031.8804597277,3930971.899776913
2016-11-21,3961381.316710963,3952964.8880109256
2016-11-22,3977509.6384105794,3969585.1937233633
2016-11-23,3979238.5400274587,3981147.5100837755
2016-11-24,4002484.8613403942,3996739.3316177884
2016-11-25,4006551.063174098,4001034.243094188
2016-11-28,4030602.69904591,4024263.062091401
2016-11-29,4005630.8527406165,4001828.2523233755
2016-11-30,4018026.1796693406,4017882.390217801
2016-12-01,4020211.012517914,4015822.1428046008
2016-12-02,4023442.6857792307,4018186.4577462254
2016-12-05,3989891.2667941004,3993681.298856626
2016-12-06,4033369.074358271,4029166.1086246506
2016-12-07,4046396.916984141,4042549.751692676
2016-12-08,4098784.9358945675,4093986.7761127385
2016-12-09,4119055.0530459946,4106247.0235259384
2016-12-12,4117055.316415336,4101439.866055126
2016-12-13,4121332.047620246,4111053.160001576
2016-12-14,4085859.2687431406,4080176.528699538
2016-12-15,4090408.480164101,4078296.877821113
2016-12-16,4090900.626761439,4067843.6421739007
2016-12-19,4059883.736348695,4039269.0798190758
2016-12-20,4047257.5150357597,4028727.2582850633
2016-12-21,4031313.4612536742,4014459.853401051
2016-12-22,3998009.814845719,3983808.8054490136
2016-12-23,3984357.1610636334,3970691.4005650007
2016-12-26,4004874.6552584628,3993033.367803838
2016-12-27,3996166.0227893125,3986607.784453838
2016-12-28,4030379.5207662266,4023217.156576688
2016-12-29,3997668.2785197794,3995147.682745463
2016-12-30,4031784.7573968847,4027824.3140475005
2017-01-03,4039123.8207662264,4031917.1565766884
2017-01-04,4053716.659345266,4046946.807455113
2017-01-05,4089870.638222372,4082523.438757151
2017-01-06,4097654.4729046486,4084908.1028203503
2017-01-09,4081791.6209562677,4071385.609412738
2017-01-10,4095639.790056076,4082518.3502335506
2017-01-11,4107084.693838161,4092035.7551175635
2017-01-12,4142544.5169848003,4120922.4881279757
2017-01-13,4126603.8464676,4109453.160001576
2017-01-16,4080215.724624063,4072778.587258151
2017-01-17,4089499.8328201664,4081690.5734613636
2017-01-18,4062866.7768249544,4060464.087864151
2017-01-19,4059989.8688813606,4052715.108859326
2017-01-20,4062510.036032788,4057425.356272526
2017-01-23,4093571.5302276164,4086917.3235113635
2017-01-24,4082577.130227616,4082917.3235113635
2017-02-02,4058314.961242486,4056162.1646217634
2017-02-03,4071711.908456864,4069698.897632176
2017-02-06,4105022.4695383743,4104464.524978626
2017-02-07,4131916.18088463,4132766.739630664
2017-02-08,4119886.242040845,4123650.5014466513
2017-02-09,4118746.91335378,4125119.8228841634
2017-02-10,4158454.8731310777,4159013.713365388
2017-02-13,4177249.1444440125,4172755.534899401
2017-02-14,4175909.726913163,4174231.118249401
2017-02-15,4219638.85162876,4210476.175430627
2017-02-16,4193568.341005093,4196148.668838238
2017-02-17,4175815.521905285,4182965.928017426
2017-02-18,4191529.054374435,4195341.511367426
2017-02-20,4191676.4394361344,4192740.344667426
2017-02-21,4193999.0047538574,4191855.6806042255
2017-02-22,4206396.2219052855,4201365.928017426
2017-02-23,4196425.379923583,4187783.041491788
2017-02-24,4186206.643977066,4188186.088025038
2017-03-01,4176209.9246125123,4178566.7598986384
2017-03-02,4180010.3455460244,4188094.4121958506
2017-03-03,4163041.2108637476,4177809.7481326507
2017-03-06,4183782.2455460243,4191894.4121958506
2017-03-07,4188083.8960134387,4196419.995545851
2017-03-08,4178172.992656155,4190659.7481326507
2017-03-09,4158308.9312351947,4180189.399011076
2017-03-10,4165507.7621353865,4180406.6581902634
2017-03-13,4170090.6216479386,4194263.961365901
2017-03-14,4175958.218170572,4206842.591249151
2017-03-15,4177572.6006397223,4206718.174599151
2017-03-16,4208237.813867405,4236939.511566126
2017-03-17,4227787.438657707,4245958.297691513
2017-03-20,4228265.884875622,4243690.8928075
2017-03-21,4243845.06013304,4258883.390104763
2017-03-22,4219597.917507169,4235196.463461239
2017-03-23,4214498.130214963,4236660.778402864
2017-03-24,4204317.933863151,4225611.799398039
2017-03-27,4209502.322976746,4232203.620932051
2017-03-28,4217638.962365824,4243215.035045251
2017-03-29,4232913.748352313,4257271.435973677
2017-03-30,4247230.639550673,4265730.516686876
2017-03-31,4225866.581875348,4244405.954332052
2017-04-05,4241244.901811549,4269680.662391702
2017-04-06,4211755.564916145,4252036.917615301
2017-04-07,4194281.0127030187,4242577.8369021015
2017-04-10,4219522.297385295,4258112.500965301
2017-04-11,4200334.664271977,4249136.161072914
2017-04-12,4206760.984015954,4251669.658436114
2017-04-13,4195495.566220359,4247608.654480526
2017-04-14,4171646.4729313594,4212868.464779251
2017-04-17,4173678.399670043,4212304.149837626
2017-04-18,4181727.8607073743,4218314.3972508265
2017-04-19,4145877.0365805854,4177947.867657163
2017-04-20,4143244.595807239,4172462.0368939633
2017-04-21,4162314.586105434,4197320.506769601
2017-04-24,4157377.478466559,4201567.562532038
2017-04-25,4198634.661505174,4239275.767954889
2017-04-26,4209547.953360383,4252916.832946514
2017-04-27,4211684.239951069,4242914.542955652
2017-04-28,4201543.969323046,4232584.892077226
2017-05-02,4258508.254558576,4301879.932806176
2017-05-03,4266924.987027726,4309905.516156176
2017-05-04,4287417.794591897,4332240.325924202
2017-05-05,4255638.0348146,4304246.435442977
2017-05-08,4273482.473278962,4321748.5043901885
2017-05-09,4268907.492658191,4317932.266206176
2017-05-10,4260296.661663838,4310454.110861976
2017-05-11,4270150.078211672,4317135.996830913
2017-05-12,4275901.8782116715,4323035.996830913
2017-05-15,4289935.0555333765,4341067.716656551
2017-05-16,4291692.810959124,4334911.580180913
2017-05-17,4279341.716689591,4332601.478472538
2017-05-18,4261792.812907507,4318784.073588526
2017-05-19,4261484.547589783,4318218.737651725
2017-05-22,4269345.257481758,4329690.210064163
2017-05-23,4276986.984220441,4329675.895122538
2017-05-24,4280219.236433568,4331834.975835739
2017-05-25,4280778.75332025,4336458.63594335
2017-05-26,4284587.932485168,4342204.176199438
2017-05-31,4268222.035077718,4330527.426149438
2017-06-01,4259548.600810594,4326973.870394789
2017-06-02,4269882.800810594,4332723.870394789
2017-06-03,4275954.900810594,4335123.870394789
2017-06-05,4287087.202379553,4347632.194565601
2017-06-06,4285767.450166426,4347373.113852401
2017-06-07,4279530.817697275,4340997.530502401
2017-06-08,4300537.931371336,4365686.407798851
2017-06-09,4283403.77758925,4350069.0029148385
2017-06-12,4273795.260058401,4344944.586264838
2017-06-13,4282660.064219909,4351276.1603856515
2017-06-14,4268807.958489442,4338086.262094026
2017-06-15,4277989.535228126,4340771.947152401
2017-06-16,4277529.88175076,4346600.577035652
2017-06-19,4295991.068381418,4361307.734506464
2017-06-20,4301744.537860649,4365204.644564076
2017-06-21,4299939.902798949,4366305.811264076
2017-06-22,4315825.849586328,4384971.028452913
2017-06-23,4307364.109478303,4385642.5008653505
2017-06-26,4374569.332550238,4448311.099406227
2017-06-27,4397768.415588852,4473369.304829076
2017-06-28,4368619.7168530915,4446781.594232626
2017-06-29,4417487.199512282,4489925.630418676
2017-06-30,4406553.978199347,4480083.8088846635
2017-07-03,4418578.995086029,4493757.468992276
2017-07-04,4401734.64978602,4477367.970640014
2017-07-05,4435391.275510001,4507756.36370505
2017-07-06,4416788.5807881905,4492987.035578651
2017-07-07,4399789.407526874,4478272.720637025
2017-07-10,4393219.53464498,4466422.574932201
2017-07-11,4425115.334265557,4491408.405695401
2017-07-12,4413374.751152238,4487232.065803014
2017-07-13,4418697.270252047,4495064.806623826
2017-07-14,4434262.734190852,4512540.271225864
2017-07-17,4459088.462688535,4542052.733291101
2017-07-18,4469563.781788344,4553285.474111913
2017-07-19,4460766.560854831,4541057.821814701
2017-07-20,4458678.374603596,4533764.8335806895
2017-07-21,4427679.750752169,4510430.286167488
2017-07-24,4454761.004534254,4531323.699984751
2017-07-25,4459244.465955214,4530294.049106326
2017-07-26,4448650.841124939,4515521.409993888
2017-07-27,4466578.946475983,4535847.139048713
2017-07-28,4459498.762437874,4524513.2315279
2017-07-31,4429476.088647067,4502225.741975101
2017-08-01,4451932.985055023,4526026.789927138
2017-08-02,4495307.604609618,4568414.570889588
2017-08-03,4477746.102775914,4554869.659413188
2017-08-04,4522000.001168527,4599521.852547285
2017-08-07,4560148.06794053,4627194.059924935
2017-08-08,4552144.699213987,4619001.458684477
2017-08-09,4501243.292456766,4574772.7338709915
2017-08-10,4450697.046397972,4527156.541737276
2017-08-11,4448537.688474103,4522517.686189318
2017-08-14,4425773.549885742,4492490.104911775
2017-08-15,4433476.852975557,4504579.006772461
2017-08-16,4440917.57685788,4513884.56088966
2017-08-17,4484458.1117845345,4566791.9415915515
2017-08-18,4461110.967186675,4543797.514000748
2017-08-21,4453998.648656733,4540543.318435389
2017-08-22,4482350.838182326,4565495.4609895665
2017-08-23,4476483.803988823,4565904.112460295
2017-08-24,4505996.14857753,4598750.70844129
2017-08-25,4495058.932797868,4590375.510554701
2017-08-28,4531515.390076423,4624008.402561598
2017-08-29,4523853.624269927,4616049.75109087
2017-08-30,4533094.658633199,4625246.051711098
2017-08-31,4551425.635187246,4644079.901068416
2017-09-01,4533644.3070304375,4643294.8577537
2017-09-04,4503042.430998505,4609985.910922204
2017-09-05,4512886.328221392,4619173.459659293
2017-09-06,4480556.752528995,4593574.417009714
2017-09-07,4479073.271085771,4592112.066159214
2017-09-08,4491691.968335492,4605633.068480442
